Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark : len : 1000 loops : 1000
1 pathToDir : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark
2 pathToDir : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark
BeforeCat Dir : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark 
File : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark
AfterCat Dir : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark/zzzTempDir 
File : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark/zzzTempFile
MKDIR	RMDIR	CREATE	STAT	CLOSE	UNLINK
22013	14856	10758	2051	3260	25773	
16545	10562	7871	1503	3152	25981	
17005	10900	7352	1513	3128	26584	
16824	10469	8217	1505	2791	23869	
15699	10265	7150	1503	2797	23121	
15643	9923	7177	1435	2900	24886	
16631	10409	7372	1447	2480	26875	
16356	10438	6999	1504	2734	23800	
15914	11155	7213	1440	2638	23368	
16214	10208	7313	1294	2793	28564	
19788	10816	7339	1455	1387	21160	
18436	14467	10143	1827	3007	23413	
15323	9813	6960	1370	2978	28962	
16429	10379	7136	1403	2585	23004	
15719	10160	7216	1371	3508	26618	
17058	11018	7655	1511	2983	23260	
15425	10024	7150	1479	2748	23020	
15351	10080	7622	1417	2758	22720	
15353	9569	7206	1425	3222	26027	
17080	10768	7785	1478	6453	26535	
16902	11128	7615	1524	2794	22817	
15271	10022	7480	1422	2568	23585	
15803	10255	7135	1384	2624	22869	
15354	9697	6696	1399	2581	22229	
14934	9582	7017	1412	2412	22361	
14958	9648	6811	1375	3117	25960	
16851	10606	10996	2169	3001	30735	
17239	10964	7432	1475	3056	24249	
20277	10418	7285	1425	3362	27146	
17817	11196	7900	1496	3122	26714	
19092	11771	7574	1522	2851	23740	
16624	10264	7321	1449	3701	28633	
17286	10345	7993	1512	2891	24046	
16435	9859	8008	1460	2897	23304	
16410	10069	7404	1527	2908	25714	
16875	10503	7805	1527	2707	23006	
22787	12982	7835	1438	2706	23477	
16558	10373	7626	1419	3263	27215	
19029	11163	8004	1536	3002	24115	
15810	10220	6814	1426	2880	24149	
32066	11731	8147	1486	2976	24677	
17263	11115	7729	1440	2927	29056	
18406	10838	8625	1417	3323	31525	
23498	15652	10773	2053	2294	26694	
20436	13203	10198	1794	2819	27403	
20360	13431	9467	1666	3037	26860	
19368	11810	8454	1508	3004	26712	
17453	10875	8120	1485	2276	23657	
15666	10412	7497	1395	2326	23381	
16341	10515	7519	1420	2959	24288	
15785	10366	7124	1444	3046	26078	
17017	10583	7803	1491	2879	25190	
17432	11036	7667	1526	2460	22613	
16044	9853	7454	1478	2359	26004	
15588	9951	7486	1389	2429	47884	
17587	10963	7815	1403	7058	53667	
26024	12405	10874	2317	4371	34551	
22476	12013	10600	4612	2945	24290	
17183	10366	7661	1412	3013	27490	
18269	11321	8415	1568	3974	28253	
25426	11995	8607	1587	3563	26855	
23388	11520	9305	1440	3501	34123	
23772	13782	9082	1551	3280	28359	
19572	11669	8588	1544	3633	27703	
17954	10807	8347	1464	2772	24005	
16778	10384	7802	1459	2406	24261	
16751	10228	8147	1366	2664	25825	
17027	10281	8419	1398	2679	23443	
17091	10333	8412	1457	3287	28567	
18867	11184	8893	11979	2787	24008	
16072	10260	7738	1416	3704	55289	
17080	10638	8486	1504	2757	30442	
18117	10672	7843	1536	2451	23103	
16240	10028	8062	1421	2919	30792	
22281	11813	8478	1420	2979	24838	
25409	17623	13556	2209	2639	24824	
16490	10299	8794	1368	2654	23755	
16872	10145	8248	1436	3109	26591	
22499	11310	7674	1403	2555	22066	
17623	15358	10897	1459	3000	30788	
16462	10395	7839	1527	2241	21591	
15760	9299	6787	1340	2439	22310	
15382	9787	8068	1377	2623	23677	
25733	15956	9404	1424	2373	22823	
16008	9531	7873	1305	3004	31900	
17408	10655	8041	1424	2515	23304	
16467	10008	7360	1367	2995	30409	
24063	16525	10259	1578	2621	24922	
17824	11016	8506	1410	3441	30737	
17798	10893	9121	1486	3210	26273	
17965	10723	8296	1474	2723	22831	
16100	10143	7629	1443	2540	22371	
16382	10124	7308	1395	2961	24397	
17589	10794	8330	1433	3177	27607	
17653	10542	8228	1517	3235	27274	
18015	19384	8472	1521	3305	30359	
17918	10845	8198	1493	3131	34483	
18707	11339	8533	1508	3106	26060	
18785	10926	9214	1493	3035	23663	
16005	10071	8250	1360	2560	23273	
16196	10304	7810	1458	2066	22888	
16354	15671	7832	1441	2002	21073	
14647	9964	6810	1331	3379	27489	
21712	11189	7768	1509	2791	25355	
17933	11363	7477	1444	3041	26163	
17074	11011	9480	1463	2979	24881	
16565	10305	11847	1464	2807	24133	
16771	10425	8350	1422	3056	27591	
17648	11071	9214	1515	2744	24869	
20221	10979	8371	1470	3295	26179	
17618	10898	8670	1468	2777	24186	
16193	10678	7785	1464	3321	26567	
17279	10809	7465	1446	2976	22553	
33084	11416	8007	1388	3553	27421	
17419	10748	8007	1418	2958	27391	
17272	10923	8928	1433	2554	23924	
16490	10443	8470	1390	3242	28110	
18867	10641	9001	1429	4664	22943	
17009	10583	8328	1444	3023	26272	
17885	10984	8782	1455	3506	32138	
19283	15034	9050	1649	2866	24705	
16915	10436	8832	1458	2958	26708	
18084	11057	8434	1521	2782	24332	
33999	11575	8231	1445	2839	24529	
16715	10562	8371	1542	2917	26896	
17823	10669	8050	1459	2703	23077	
16294	10091	8248	1400	2699	23058	
15948	10092	7875	1392	3309	26260	
19210	11225	8752	1533	2857	25779	
18074	12000	8812	1497	3493	26236	
17608	10685	14670	1634	3262	26554	
17080	11162	8321	1506	3174	25750	
17355	10700	8757	1509	2647	23140	
16560	10522	7698	1420	2757	22788	
15995	9878	7398	1375	3094	26178	
17303	10807	7229	1518	3207	26677	
17260	10840	8082	1483	2782	22376	
15797	10078	7331	1417	3194	24218	
18109	13834	8212	1426	3172	26969	
19481	17931	9303	1543	3245	27140	
18060	11115	8541	1450	3018	27352	
18846	11253	8884	1552	3644	28469	
20063	11757	8868	1552	2933	27592	
16810	10090	7394	1498	2620	24344	
17130	10492	8054	1421	3255	26825	
17926	10594	8390	1468	6885	46677	
25742	11805	9684	2617	3301	28186	
18087	10684	7360	1541	3166	27005	
17945	10778	8784	1501	3328	29480	
17933	10828	8815	1447	3138	26718	
18340	10790	8235	1483	3248	27703	
18433	10840	9222	1549	2738	26812	
16938	15348	7918	1474	2845	24212	
16065	10189	7223	1438	3094	26205	
17956	11121	8162	1465	2614	24048	
26869	10924	7784	1455	3184	26148	
17897	10825	7694	1495	3017	23467	
16407	10060	7327	1420	2726	23566	
17150	10669	7547	1431	3390	26991	
17953	10600	36194	1771	2714	24262	
16063	10266	7448	1332	2943	26900	
17445	10580	8134	1428	2657	24292	
22148	10887	8545	1434	2487	25742	
17906	19227	8642	1443	3538	33357	
18434	11308	8854	1423	2851	28162	
17343	11085	8560	1480	3148	25901	
16630	10876	7744	1473	3083	23369	
16265	10286	7717	1474	3094	26232	
17821	11153	8525	1510	2516	23578	
16385	10098	8409	1410	2559	22599	
15951	11168	7865	1457	3276	26607	
17671	10694	8472	1543	2746	25140	
17669	10732	8369	1406	4149	40553	
30397	18537	12574	2211	4149	34392	
24779	16522	12743	2028	3672	32931	
33313	17405	12625	2171	3371	32229	
22881	14677	11076	2192	3540	32938	
24933	16055	12539	2070	3005	31000	
22683	20627	10930	2178	3498	34525	
24692	17008	12055	2035	3681	31299	
21960	16296	13637	2306	3621	31537	
23628	15395	10845	2142	3683	34796	
25742	16149	11969	2015	3254	34140	
25292	15391	10897	2060	3778	34394	
26597	17246	12709	2033	4325	35189	
26009	17513	12338	2129	4159	34854	
24827	16651	11726	2232	6606	49464	
28057	12376	11225	1510	3223	27753	
18966	10919	8182	1502	3809	28441	
18327	11481	8726	1482	3172	26826	
19627	12009	7925	1545	3449	27089	
17900	10766	8158	1497	2768	24591	
16391	10348	7210	1446	3553	35397	
20435	11587	8978	1683	2990	27500	
17456	10648	8653	1454	3075	27257	
17851	11148	8130	1464	2914	23646	
16265	10364	7677	1453	2866	27691	
18059	10904	8343	1434	6332	24310	
16267	10154	7714	1376	3261	27117	
18311	10800	8444	1572	3174	26217	
17029	11100	8550	1514	2820	24121	
16776	10203	7553	1416	2420	22764	
15612	9969	7249	1465	3108	26440	
17574	10530	7739	1483	3409	26508	
17251	10873	7919	1444	3109	25789	
17209	10794	7934	1459	3138	25905	
17421	52156	8670	1536	3133	24955	
17040	10730	7798	1455	3182	35409	
18711	11423	8068	1533	3488	27146	
17757	10767	8493	6063	3053	26286	
17026	10928	8167	1484	3037	31513	
17403	10877	8254	1468	2744	27888	
16281	9985	7354	1431	3003	27362	
17597	10860	8061	1527	2970	26649	
17858	11042	8220	1476	3130	26254	
17630	10462	7812	1510	3082	25925	
18405	11057	8714	2011	2858	23736	
16238	10424	8239	1504	3227	29644	
27305	12328	8493	1500	2645	24056	
17571	11138	7831	1480	3746	27159	
17515	11252	8117	1533	3478	25822	
17441	10931	8147	1554	3266	26117	
17486	10702	8151	1709	3284	26170	
17780	11445	8237	1520	2400	22695	
16305	10023	7554	1461	2878	24233	
16166	10244	7678	1505	3026	25691	
16986	10644	7737	1476	2850	25852	
18838	15107	10626	1953	3052	25306	
16910	10624	7819	1445	3081	24470	
17968	11371	7710	1472	3046	27970	
16505	10305	7709	1421	3359	25545	
16574	10708	7324	1511	3138	25905	
16957	10581	7418	1454	3613	33944	
17491	11049	7507	1560	2912	24915	
16782	10546	7960	1460	3016	26964	
17638	11077	8315	1513	2876	26944	
24731	14655	8194	1480	3082	24806	
17218	10714	7682	1449	3185	25095	
17880	13860	8931	1501	2938	26636	
17853	11282	8232	1476	2970	26693	
17283	10778	8285	1465	3327	25500	
16928	11183	8318	1465	3109	26230	
18156	19120	12180	1998	3081	27006	
17790	10875	7762	1447	2673	23263	
15836	14460	7621	1451	2960	24976	
15978	10414	7761	1415	2714	23046	
15380	9970	7056	1400	3037	25892	
25237	15359	7874	1472	2756	23505	
16291	10450	7717	1416	2959	26290	
21633	11567	8258	1506	3486	26901	
17524	10511	8149	1502	2808	25880	
17557	10823	7949	1454	2933	25852	
16661	10776	7922	1467	3124	32667	
17511	11017	7775	1491	2773	23496	
16049	10257	7778	1384	3122	25573	
21246	15371	8810	1511	3484	28130	
17402	10939	8808	1499	2642	23759	
16186	10536	8055	1364	2726	24114	
17938	10926	8044	1491	3248	25098	
17023	10714	7835	1484	2919	29180	
16743	10696	7661	1487	2645	23035	
15991	10193	7688	1421	3324	26652	
17358	10441	8448	1536	2825	25638	
17500	10770	8396	1465	2795	25850	
17126	10677	7644	1494	2942	26874	
17942	10866	7952	1493	2717	25129	
16651	10774	7169	1556	2701	24273	
15942	10254	7788	1493	2919	26676	
17202	11105	7955	1492	2935	26482	
17182	10729	7781	1481	2841	31429	
17622	11081	7810	1507	2508	23984	
15920	10199	7116	1404	2588	23463	
16445	10987	7145	1432	3373	31041	
18721	11241	8400	1537	2618	24071	
16890	10190	7852	1366	3320	27973	
24481	16858	11485	1975	19489	27888	
18657	11362	8439	1443	3361	27262	
18283	10927	8211	1538	2910	26381	
17786	10725	13973	1517	3119	27138	
17860	10938	7962	1485	9415	73192	
38281	17349	17046	3479	13530	33567	
27389	15700	12536	2654	3452	32496	
27273	17388	12599	2500	3060	24996	
25176	16311	19426	1976	20997	27088	
25283	12828	8860	1458	3383	28050	
20760	15864	12260	2044	3284	32220	
24918	16474	12579	2073	3537	25617	
24431	26095	13678	2017	3149	30912	
24256	12685	8722	1540	3273	26834	
22049	15963	12438	2161	3249	26981	
18031	11010	8539	1466	2739	23734	
17188	10714	8082	1502	2867	22938	
16227	9967	7550	1394	3261	26194	
16359	10620	7802	1500	2987	22263	
15902	10343	7484	1487	2742	21448	
19513	14545	7034	1445	2636	43545	
15150	9934	6521	1398	2934	23735	
15951	10270	7100	1495	3196	26047	
17576	10992	9025	1524	3486	26090	
18383	11034	8427	1475	2780	22845	
16436	10468	8537	1419	3354	26703	
18456	10867	9841	1520	2858	22539	
16279	9897	8181	1451	3237	25925	
18190	10911	7794	1557	3389	31689	
17247	10876	8401	1519	1986	22255	
16445	10422	7947	1448	2841	22368	
15973	9785	8281	1462	3532	32513	
17537	10966	8571	1473	3432	25385	
17015	10895	7588	1501	2857	24032	
16549	10144	7666	1506	3307	33083	
17640	11010	8208	1463	3198	29137	
18237	10887	8775	1461	2559	22513	
14647	9911	8513	1450	2288	22210	
15789	9988	8086	1393	2094	22176	
15790	10155	8016	1372	2311	25915	
15931	10728	6768	1410	2327	21561	
14279	9642	6815	1369	2620	23179	
14491	9899	6729	1360	2728	29599	
16261	10909	11224	2154	2073	20794	
15694	9643	7887	1384	2184	21861	
15264	10006	9340	1875	3922	37885	
20059	11478	9314	1434	3061	29836	
17203	11189	10689	1887	3634	27181	
18379	11391	8762	1573	2746	23793	
16332	10502	9524	1423	2563	23002	
16241	10238	7874	1436	3679	36205	
19918	11749	9533	1531	3107	24034	
17069	17574	9130	1409	2738	22694	
15912	9941	7858	1392	2653	21876	
15195	9687	6869	1348	2573	22300	
15153	9616	7858	1361	2849	24779	
16066	10323	8521	1438	3065	25793	
18145	10823	8288	1476	3332	27590	
18332	10600	9114	1438	2895	24149	
16900	9850	7787	1374	2532	22030	
15896	9834	7432	1429	2716	23212	
15658	10178	7018	1369	2683	28417	
25190	18403	11125	2006	2894	24251	
15997	10580	8340	1429	2694	23514	
16236	10425	7843	1466	2739	23796	
16286	10361	7828	1369	2726	24443	
17256	10266	8260	1448	9437	23058	
16247	10069	7751	1388	2831	22835	
15384	10055	7127	1368	3130	30898	
17656	10964	8394	1496	3185	24825	
20522	11563	9163	1895	2908	30370	
18013	11411	7345	1546	3037	31219	
18251	11006	7824	1443	3127	24977	
16472	10444	7321	1477	2764	25879	
15351	10268	7287	1421	2971	25058	
16437	12609	10179	2143	2534	22288	
15288	10049	6655	1369	2736	22895	
15480	9920	7085	1343	3132	24500	
16151	10529	7169	1380	2320	20745	
14760	9979	7428	1373	2712	25459	
15082	9952	7317	1375	2762	22114	
14842	9728	6522	1372	2540	21750	
14363	9579	6570	1331	2698	21459	
14347	9688	6599	1376	2652	23353	
15303	10170	7271	1449	2683	23260	
15551	10152	7445	1432	2489	21768	
15483	11939	8040	1442	6517	26193	
17920	10887	8845	1518	2933	24843	
16660	10273	8032	1440	3325	26887	
18805	11551	8112	1514	3002	27563	
18181	10984	8296	1491	2738	45719	
17365	10700	7820	1421	2540	23632	
16733	42400	9391	1384	8073	25437	
17518	10604	8940	1469	3438	27686	
24018	11698	12690	1597	3199	27273	
27013	13500	9396	1502	2772	23936	
16410	10404	8861	1459	3266	27167	
17947	14497	8925	1514	6823	26749	
17625	10738	8576	1505	2628	24576	
16845	10013	8871	1394	2814	24267	
16843	10203	8410	1447	2468	23829	
26656	37060	8907	1399	2510	26754	
16992	9767	8435	1323	2733	23934	
16258	10014	8418	1378	3169	26629	
17559	10894	7496	1448	3732	33057	
