Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v2/mtpt/zzzTemp.txt : len : 60000 loops : 1000
WRITE	FSYNC	READ
13221141	755305	880354	
13545191	853091	31525	
13152822	868148	18835	
13242504	797432	14714	
12535328	920260	15593	
13180074	855071	14905	
12682465	800424	15401	
13016340	911035	17205	
13101194	815119	14009	
13119281	832090	12304	
13262597	795560	12750	
13458829	838001	13776	
13291941	950046	14769	
13755739	848691	17580	
24782492	867413	18501	
18589840	712357	17074	
13844000	877885	17755	
12558726	751997	15957	
14327929	903244	18433	
13053263	954620	13598	
13170332	733725	13934	
13228166	943747	16202	
12925603	859136	16010	
13354931	916116	14763	
12776657	836405	15379	
13091667	804713	12866	
12423374	827323	11384	
13243212	925563	16973	
12838141	689124	17434	
12878897	804215	19131	
13671044	773073	17872	
12614534	865921	17980	
13360689	889540	17549	
16651675	811674	18918	
12638699	792766	17715	
13523739	2961742	18885	
13402488	755601	16651	
12622615	877722	16551	
12946341	872480	13386	
13674662	865503	17459	
13745199	767388	15756	
15794492	811060	16650	
14131978	869912	16850	
13005546	973715	16177	
13328916	937963	15675	
14171715	936613	16362	
18181882	846535	15416	
14035716	783427	19018	
13453020	969116	19510	
13725115	892013	18300	
13827055	831917	17705	
13925234	914737	14066	
13775525	861718	16289	
12558012	820985	13076	
13012318	1033295	14903	
13739733	827792	14953	
15013418	928414	17467	
14553344	709657	17268	
12685934	742565	13765	
13420728	819550	14149	
13440218	938795	14670	
13254624	896651	17058	
13201618	1035591	17418	
14555898	850798	18421	
13346644	921546	17990	
14869866	778891	18183	
14124650	1032796	20490	
14403249	818946	18827	
14068396	1013245	20000	
13921582	854208	21006	
17667913	730774	18606	
13873065	726557	16583	
12995719	893262	17009	
14756236	798839	18682	
26697958	820623	20414	
13055030	1097104	19285	
13738430	870306	20069	
13296771	840509	18094	
13722033	1010491	18986	
13914162	946696	17941	
13578988	838299	17983	
13341898	887759	14269	
14009207	941784	19832	
13495695	852833	20069	
13219077	829127	18692	
13015289	853428	15908	
14176623	950103	18659	
13475801	785320	18663	
14024025	795409	15489	
13097976	841963	17838	
13425046	977385	16145	
14402508	760149	16639	
12948063	787843	18471	
13374600	1017724	15740	
13260335	923131	16126	
13245313	818724	13924	
14890711	842312	16688	
13376032	928085	18400	
13521279	746855	13506	
13749607	863201	18264	
14269886	899122	17981	
15790023	871863	19429	
16101384	1156932	17669	
13579599	685790	18898	
14103805	854106	18572	
13265266	961677	12874	
13359716	762723	18373	
16912935	908316	20228	
14448970	988313	18920	
14018090	797648	17567	
13337615	1087325	17894	
25744108	955710	18757	
13507303	877668	13001	
13022221	840743	23633	
13051741	1013350	16502	
14207082	793756	16180	
13899442	845320	17086	
13802418	872577	15299	
13760746	901784	11866	
13057908	837760	11928	
13503032	699656	14412	
13264044	854676	13469	
14027869	835504	15254	
12848995	762904	14328	
13437817	874248	13226	
13878787	769264	15001	
13462136	846487	16063	
13820462	923336	14943	
14298204	876072	17239	
15795209	903562	17019	
13549324	851984	15774	
23960465	800058	18664	
14352271	921346	17664	
13888525	881090	19424	
25309298	927669	19255	
13401500	906133	18412	
25940985	889293	18720	
16890456	813295	17316	
14327231	1026507	15140	
25309960	972989	18926	
28168800	827254	19142	
29707781	1078889	19119	
27632888	981410	20430	
14548728	859609	16456	
50380631	946853	18963	
14033561	956205	15828	
14531413	860194	16696	
16885680	853171	16366	
12721621	824840	15266	
12297705	794066	14499	
12543162	860236	14071	
12381224	870891	14246	
13248476	675891	12822	
16687412	761100	15337	
13604937	877852	15330	
13377457	744771	16460	
13745336	679579	14487	
13298359	814620	14535	
12793605	913902	11007	
13325913	839217	13489	
12574484	796637	11879	
12981595	875247	16129	
12736382	883610	13124	
12811891	721862	19513	
12750670	971779	12654	
12985790	1226397	12599	
12914154	651981	15698	
12784190	759717	14786	
12961126	725108	13220	
12832246	739021	11815	
12941302	826156	13959	
12515859	758095	12080	
13571333	763459	16160	
12918571	949261	11890	
13297212	787656	12640	
13157016	898577	12658	
12757760	869301	16366	
13366957	725820	18285	
13798337	742071	17436	
12824032	738707	16701	
13480872	752546	17320	
12607827	839909	17131	
13261374	898119	17542	
12871399	878117	22546	
12952784	826958	17509	
14583305	937368	16432	
13285886	1045040	15347	
14470775	1084329	49120	
15864106	745964	20009	
16865119	988283	18717	
22792934	906512	17105	
13638184	800787	19557	
13042101	854635	17295	
12718321	1075374	18984	
12703957	783860	18359	
13464136	949161	18242	
12885852	789410	19212	
14579110	951234	20718	
15156850	897235	20147	
15119432	968661	19852	
14633559	911480	19475	
13690338	916839	19517	
13889139	885946	18873	
13849963	796960	20645	
14071399	841365	20080	
14013418	946230	18976	
13365981	956253	17374	
13291266	739059	26175	
13112653	813807	19288	
12837814	862942	19305	
14041081	887626	16970	
13733122	835116	17847	
14775577	842656	19178	
14255508	1008929	14310	
14051539	928705	17554	
17302878	947906	17994	
17078204	742779	18053	
14113188	883732	17671	
13563842	789228	18698	
16403917	934422	18080	
13400498	854432	17717	
13790341	925936	18540	
13810412	799076	26380	
15684911	935034	14671	
14145282	877384	16306	
13705886	880850	18874	
13623272	894780	18032	
14275644	875700	16786	
13173437	1171081	18654	
13673445	885800	16789	
13334199	855122	15997	
14457573	978712	16627	
14323903	830471	42218	
13813354	817504	20592	
13201951	865612	18711	
14105700	883394	19834	
14137992	773100	24060	
13555804	1033154	19306	
12967104	914873	14363	
13856111	856285	19152	
14835342	930361	19765	
13848308	851420	17423	
13466240	750709	17867	
13775828	771648	16811	
14828562	985764	18421	
13092292	829855	18634	
13009000	1023282	17520	
13880410	763320	19087	
13701633	820151	18763	
13884278	888646	18428	
13369555	851787	16882	
14858242	796900	17343	
14783493	1100916	17616	
15361903	748433	19825	
13280586	879377	17120	
13284839	763902	18429	
14461656	768783	17319	
13749508	754646	19097	
13804198	799047	18310	
13878669	840106	17043	
14186955	785211	15471	
13717987	932007	14481	
13258463	895603	26269	
12665137	784345	14620	
13766038	864349	17923	
13853755	1029002	14054	
13613546	1020742	12876	
13364878	873761	17653	
13687270	970260	14584	
13603434	757253	14520	
13065051	983781	14047	
13091426	864733	15165	
13488146	813161	13147	
12772327	811797	13431	
13130621	826646	14563	
13449822	822914	15558	
15412817	1115891	14891	
14925931	767347	13510	
15108467	842113	15588	
12945953	736509	14967	
12585038	882609	10446	
14146817	995565	14806	
13615110	811140	20531	
12947290	899940	15372	
14508541	882759	16283	
13730381	782485	17865	
12417216	699014	12973	
13123260	759949	15005	
13169586	652912	12984	
14310770	848270	15080	
13508477	902797	14131	
14100430	818982	13908	
13067899	816481	18404	
13280347	995190	15225	
12747231	902155	17505	
12868835	729830	16591	
13276183	780255	16855	
13466594	868573	17401	
13279570	746899	16738	
13255324	935964	16194	
13823304	875492	30257	
15441359	820304	16594	
13503408	802922	17063	
12593917	799271	14087	
13710661	895329	13788	
14231108	840750	14898	
13765964	898185	14315	
13165539	835357	16688	
14825676	1046473	18620	
14061390	1050368	18524	
17219059	914761	19053	
19517013	764849	18774	
13071832	893494	16689	
13769210	901565	19951	
13057363	885814	17595	
13088992	789707	20576	
14906440	972133	20654	
14689201	768790	18046	
13525443	1013800	19748	
13713768	926427	18080	
13754874	898266	16958	
13738364	975530	14570	
14630094	1022876	16320	
13846615	947905	17368	
13687228	822896	13900	
15696512	939075	16429	
13686996	917141	14690	
13472426	834281	14758	
13497219	806085	18205	
13225183	1018607	16454	
13327232	841712	13742	
13912224	734023	17744	
13836253	819266	12374	
13571552	818743	17177	
13361816	867054	18025	
12987673	884948	21967	
14026811	850452	12652	
14554051	870551	14231	
16956518	865255	17252	
13287961	822862	15585	
13711027	885306	14677	
12386739	803519	12663	
13304933	741568	18266	
13256828	853788	16975	
13603724	966349	15562	
13704931	791722	16907	
13337444	1102919	14143	
13538307	848113	15432	
13950665	758796	14934	
13638954	887410	15340	
13280103	849543	17324	
13259084	776026	17697	
13510835	796490	19287	
15022174	1047030	17042	
13746054	780483	18750	
14547555	860101	18202	
13731793	830791	17786	
13629230	874380	16698	
13567177	934624	20017	
13754132	833568	17617	
13866108	868745	16088	
14405615	858830	16548	
13830338	1156921	14504	
13911004	864308	18326	
13735734	728291	18443	
13629695	879744	18543	
14072616	799762	15717	
13602334	832377	15818	
13733731	1070407	11937	
13973804	1010531	18471	
15050825	1016318	19577	
14946514	929406	19087	
