Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v3/mtpt/zzzTemp.txt : len : 60000 loops : 1000
WRITE	FSYNC	READ
12259266	808165	866057	
13487268	915051	12114	
14123893	847613	9840	
12476961	865700	14691	
12917000	849749	16833	
12201004	874255	15150	
12394285	764792	10510	
12198291	759317	10809	
12308542	883536	9588	
12725116	827528	13468	
12436869	882255	16448	
12872169	884410	14305	
13055625	927986	17255	
13907858	898910	12686	
13515244	918026	13393	
13268374	1007395	14466	
13035106	1015258	32494	
19074903	1033412	15140	
12926294	972742	9688	
12791196	1067631	9960	
13445930	1005265	12215	
13311239	949450	12235	
13779344	1112116	16212	
14695415	983697	12233	
13074052	1209464	14808	
13882621	909742	12803	
12937083	873039	13727	
12676505	1061567	15535	
12912582	811049	16477	
12272370	920900	13573	
12066245	844083	14709	
12869208	813925	11468	
12139373	789709	9917	
11976089	948196	12710	
12970883	1026578	17139	
12630485	915390	16470	
13078492	799916	15216	
13974605	853997	16066	
12706701	945629	17243	
12620488	926398	38080	
12972180	865625	15727	
12861017	914597	12701	
12607462	892742	13243	
12700707	812541	14716	
12801877	897497	14938	
12896262	904518	16495	
12416217	841790	17005	
13422278	786420	14607	
12374051	926462	14173	
13847228	800248	13931	
13211191	956120	14550	
13117328	887713	14129	
12733085	854587	23794	
13290672	1005415	16622	
13273155	848608	17570	
13068674	958957	16604	
13655481	957217	14696	
13173719	873119	17783	
13009336	1086766	13282	
13420862	1027929	17485	
13402834	977644	27784	
14697498	915949	15740	
13453787	1000380	18521	
13292637	1002063	13954	
13032449	981052	15025	
14833439	842878	15380	
15191572	950788	15156	
14394862	901604	17835	
13225052	937214	15571	
12364866	1135502	16498	
12459591	1006266	14110	
12312476	772104	15715	
12220803	1133584	11373	
13633197	947784	14515	
12572298	1060560	15304	
12788674	979376	13425	
12638291	937068	16728	
12798641	990978	19184	
12628906	920031	15474	
13147343	1003849	14400	
13479148	986884	12720	
12728990	827592	13731	
14891852	880246	17799	
13413141	948125	17068	
13342433	893615	17223	
12801514	841180	42750	
12710912	980949	11401	
12442261	992772	13729	
12447800	868907	12439	
14154121	984566	15996	
14800704	920578	17198	
12095609	1090681	18520	
12215074	892242	17537	
12481429	1110658	15766	
14014041	975655	15094	
13159432	858726	15405	
12987601	1021346	14740	
13158106	852823	11438	
13705676	953120	16840	
13209388	823568	12700	
12794599	1113451	9224	
13335843	950504	19631	
27393476	1016970	19493	
13689455	937499	14746	
12723934	988475	12551	
13244042	941706	13584	
12886183	854595	11536	
12282828	843203	12703	
12352919	902144	12856	
12996827	766896	13989	
13924300	993534	14012	
12409579	921155	14070	
12589627	844562	12519	
12467766	872380	8956	
12101323	884125	11645	
13104456	950199	31835	
13677425	848235	15195	
12681374	835286	12766	
12389051	828738	16663	
11943253	899365	11337	
12473619	853649	15396	
12460940	908277	8817	
12875710	915195	11379	
12792501	866895	13209	
12929070	841335	13749	
13651107	874242	12695	
13763378	1008722	15722	
12786546	831781	13687	
14253219	954544	11815	
17851118	961316	15250	
13523711	765211	15044	
12936819	1185340	14577	
11994737	786916	13318	
12129365	1012882	12005	
12239733	1037542	11518	
13028936	900665	11588	
12439300	800520	11520	
13225178	896511	10758	
13088915	864167	11176	
13027171	814036	10435	
12475831	851142	12516	
12767459	924670	9827	
12653208	878349	11632	
13179201	1226611	13340	
14162551	987273	14254	
12715619	911451	10694	
12390251	796561	12569	
12651106	803632	13163	
12455333	913916	12516	
12824813	1038259	9985	
12608997	974444	9978	
12983357	1101328	11434	
13207961	1054569	16260	
13431773	867441	11742	
13368613	981319	13765	
15296666	1127067	15599	
13180711	964319	12761	
13426569	1007402	10856	
13539252	1018896	15513	
13110784	923544	12387	
13584539	991949	15252	
14495779	1002950	15317	
14152728	899072	11856	
12955274	890797	11369	
14564637	1142433	15568	
26862085	1022190	18193	
13564824	883937	16300	
12625964	815612	13186	
12687908	803942	11805	
13002327	898776	12351	
12024788	792866	19750	
12842244	997506	15074	
13051275	1007855	15362	
12735444	1113083	13571	
12924488	993071	11254	
12596531	966450	14168	
14098963	917476	15588	
13100914	919434	13369	
13142652	892202	14471	
12539846	882476	14290	
12897319	809116	15077	
12927084	846274	11878	
12831940	1245520	17118	
13940305	919468	17688	
13499300	1100526	18038	
13691453	911712	16424	
13246938	1123569	13732	
13487582	823579	13952	
12776686	900182	11311	
13410228	899817	14766	
12999267	941355	12774	
13263609	823688	13634	
14151325	853519	14196	
14949648	1105191	15778	
13011845	966319	14243	
13649890	884102	15092	
12256391	868392	15245	
13556181	826677	14455	
13169653	945554	16381	
12691997	935843	13234	
12375874	946965	14316	
13026449	952395	11183	
12473431	882240	13911	
13478502	829186	16060	
13192331	1127848	13577	
12989850	832529	29718	
11753017	835931	13736	
13003274	822167	16231	
13237263	826265	14804	
12119620	976013	11285	
13284588	932713	13009	
12892750	879188	10730	
12568516	960595	11815	
12112008	1141129	11187	
13075602	954619	14023	
13244241	995594	17500	
12853929	925571	15333	
13284764	988701	17130	
13159665	1035975	16580	
13359536	1052549	15709	
13428939	927420	14745	
13321731	845669	16775	
12764039	876968	15503	
12872078	854496	14331	
12629983	900383	13374	
13103296	919870	14155	
13561978	1024700	15278	
13514220	897776	14551	
25542750	1203089	17991	
19046952	952384	17118	
14720735	912909	14948	
13303355	1068563	13995	
12740546	833219	14990	
12306282	826820	11849	
13200844	934242	14870	
12512069	1073877	11838	
13543362	943911	16359	
12874722	1037669	17750	
13173222	929041	14688	
12066379	802250	11626	
12632109	995013	12146	
13529580	922665	12538	
12802951	960494	12859	
13234889	900830	10837	
12941709	927059	10780	
12735315	865279	15724	
12185652	824321	15513	
13563034	915368	16187	
