Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark/zzzTemp.txt : len : 10 loops : 1000
WRITE	FSYNC	READ
4797	2524850	9535	
2758	2097704	6775	
2575	2007464	2103	
1896	605872	1738	
1841	612040	1726	
1686	716070	5155	
2580	1950526	2378	
1870	649207	1912	
1910	612291	1740	
1780	622096	11051	
2339	1883905	2320	
2074	599485	2098	
1972	708985	1958	
1955	1002274	5656	
2711	1842861	2238	
2312	775637	1999	
1879	622845	1885	
1832	632778	4529	
2433	1917967	2182	
1837	744509	1786	
1965	672515	1833	
1679	697493	4513	
2507	1990712	1829	
1736	678109	1925	
1877	730082	4947	
2327	1835174	2213	
1756	637844	1837	
1828	679337	1620	
2157	765433	4719	
2543	1864139	1824	
2009	584077	1623	
1806	697843	1756	
1958	725335	5025	
2409	1955121	2200	
1847	635743	1754	
1656	655217	1923	
1738	614977	4562	
2267	1804733	2146	
1922	568742	1947	
1659	628842	1832	
1638	662780	1882	
1704	661348	4490	
2336	1929685	1971	
1889	672668	1525	
1638	579601	1437	
1690	634577	4525	
2279	1919338	2069	
2016	711330	1691	
1399	650710	1916	
1208	618200	4482	
2367	1826144	1990	
1270	617765	1711	
1363	683268	1785	
1994	718841	5039	
1863	1973324	1943	
1311	655064	1657	
1329	642628	1911	
1308	824059	5236	
1669	1921058	1840	
1374	697385	2046	
1947	669287	1992	
1717	610765	4747	
2266	2059707	2064	
1564	618079	1932	
1840	583171	1878	
1702	639153	5052	
2439	1892765	2107	
1450	650845	1837	
1637	705951	1685	
1702	616318	4759	
2201	1876845	1963	
1298	610423	1429	
1606	634485	1738	
1739	711360	4018	
2217	1988043	1471	
1211	655307	1745	
1704	635514	1924	
1772	674350	4664	
2532	2054871	1534	
1174	727120	1571	
1668	637724	2057	
1843	610560	4567	
2420	1904685	1990	
1531	633858	1886	
1779	846931	1798	
1781	673633	4445	
2558	1962099	2097	
1492	618169	1722	
1572	694128	2085	
1785	688275	4863	
2423	2170900	2571	
2036	698935	2204	
1889	579743	2124	
1770	897687	5029	
1960	1824841	1947	
1383	582764	2160	
1362	712248	4183	
1769	1956574	2127	
1265	625076	1569	
1628	729321	1566	
1640	625709	4879	
2238	2005063	2042	
1617	589433	1920	
1653	680075	2130	
1748	613415	2107	
1302	624320	4524	
1715	1824281	2332	
1311	647262	2180	
1379	596997	1612	
1794	677122	4041	
1732	1836088	1762	
1410	630793	1881	
1692	634128	1750	
1678	679861	4613	
2268	1979506	2544	
2225	610510	1840	
1416	574058	2089	
1844	588649	4522	
2389	1877185	2165	
1422	594818	1930	
1632	591580	1904	
1776	710689	1861	
1323	659912	4605	
2364	2162612	2077	
1581	648109	1948	
1821	639698	4417	
2527	2021530	2179	
1533	662386	1989	
1341	653325	1671	
1720	618444	5034	
2325	1976703	2394	
1803	770812	1755	
1456	704034	2098	
1780	718574	4933	
2560	2173200	1831	
1261	706088	1908	
1443	749175	4470	
1600	2074493	1842	
1190	618170	1699	
1776	607468	1739	
1830	772465	4653	
2595	1890595	2138	
2018	682139	1934	
1932	592454	1705	
1968	748441	4072	
2580	2152927	2285	
2150	699217	2226	
2108	741338	2122	
2032	641754	5186	
2447	2008844	2513	
2024	685413	2137	
2015	675002	1959	
1844	705691	5378	
2367	2130143	2413	
2338	729697	1985	
1876	706214	4752	
2289	2087928	2435	
2223	711810	2218	
1894	764531	2339	
2042	700910	5474	
2380	2040959	2248	
1806	783976	2138	
1966	636627	4639	
2424	1986975	2147	
1905	730032	1879	
1864	761018	1828	
1798	717993	4995	
2525	1979717	2274	
1787	680470	1798	
1811	604847	1766	
1746	620075	4680	
2386	2084807	2440	
1826	681148	2165	
1840	736405	1956	
1315	618228	3694	
1634	2003076	1753	
1976	598507	1820	
1696	586528	1274	
1118	691020	3737	
