Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v4/mtpt/zzzTemp.txt : len : 20000 loops : 1000
WRITE	FSYNC	READ
512607	119460	119164	
443188	101310	3648	
455946	109042	4773	
480048	105833	3297	
442485	100775	3366	
444774	140891	3458	
439849	100956	3360	
524933	111263	3446	
436645	102315	3309	
439541	101451	3418	
497801	110329	3349	
436443	100629	3290	
440027	101882	3638	
435184	100303	3371	
472861	104289	3440	
445260	112311	3280	
448606	100518	3290	
449242	100487	3307	
435076	103015	3328	
452312	101684	3345	
437043	101293	3377	
447924	99648	3419	
460183	105368	3535	
447489	101138	3335	
459601	101581	3331	
473652	109040	3426	
455706	99735	3434	
447683	105350	3332	
470458	107880	3440	
433571	102994	3303	
438725	99680	3332	
438668	100180	3297	
444405	100648	3241	
437616	112500	3459	
457159	102265	3354	
476293	101338	3464	
535304	104971	3555	
453758	99635	3352	
505511	104384	3349	
549158	105340	3391	
450646	103127	3360	
446771	105762	3356	
478274	100973	3384	
497342	108442	5111	
453378	101456	3367	
448161	100832	3480	
459993	101785	3372	
501994	114888	3533	
559630	112011	3589	
507656	109738	3404	
484483	108466	3384	
455780	105782	3336	
458245	89037	3376	
456500	89122	3537	
479076	111684	3378	
469069	110137	3316	
470518	109360	3417	
482462	109462	3478	
422853	103304	3370	
453248	101403	3414	
449015	99362	3340	
439660	99211	3421	
436326	109600	3329	
468305	105985	3320	
459107	104708	3346	
479853	106386	3441	
444320	99098	3344	
446279	99428	3537	
439516	99509	3281	
498985	109676	3391	
465956	108042	3529	
480470	109191	3420	
478421	112877	3491	
432601	104063	3382	
441062	99740	3308	
495239	102695	3380	
477770	111831	3337	
475709	108974	3670	
476516	116406	3396	
475709	108633	3351	
424719	102683	3342	
460915	100615	3340	
442830	102263	5012	
448882	108719	3351	
467942	106324	3365	
458918	104603	3508	
457032	105266	3317	
467529	102547	3389	
442885	101563	3351	
447195	100929	3336	
501535	105878	3489	
424938	103393	3345	
466636	102901	3382	
667697	127208	3580	
487607	107403	3385	
439918	102181	3507	
444205	100954	3426	
444607	101632	3280	
474224	103138	3291	
442688	103131	4934	
450656	102111	3420	
451473	102028	3258	
435335	104586	3422	
449032	103279	3467	
439399	100912	3347	
441463	107618	3479	
459091	105800	3351	
434585	100453	3367	
467327	106522	3430	
481880	106130	3293	
443075	112294	3394	
438960	108558	3365	
449597	101168	3348	
436032	104274	3422	
450264	101845	3376	
438244	101875	3351	
444865	101483	3363	
435359	108977	3351	
445109	102655	3294	
446236	101654	3386	
460594	104003	3437	
443587	100934	3402	
445630	101488	3394	
446285	99165	3519	
468639	108482	3357	
442736	112019	3300	
445267	100414	3363	
446085	100320	3355	
423246	103902	3337	
444295	100571	3434	
444933	100027	3391	
450836	109052	3289	
468450	106585	3262	
467081	89813	3292	
452650	90177	3404	
503028	103935	3287	
453282	101910	3424	
445930	103175	3375	
452592	100204	3340	
431043	102911	3409	
452077	100802	3354	
453014	101750	3326	
448200	101099	3324	
440689	103422	3401	
446583	102454	3492	
459729	106746	3333	
479471	106670	3425	
436926	100212	3313	
440917	99710	3358	
480402	105637	3788	
481371	95239	3409	
488201	105092	3309	
528904	121616	3302	
466634	106551	3412	
446311	103276	3425	
443788	101549	3323	
449348	103667	3371	
499268	96369	3462	
445174	100673	3492	
562688	130551	8566	
467916	122577	3605	
454102	101569	3419	
476882	101903	3485	
443242	99940	3382	
476621	109880	3401	
452434	104826	3413	
546686	106321	3423	
444551	102485	3451	
448502	105006	3444	
434061	105262	3429	
442782	101816	3452	
454609	110292	3312	
471656	90812	3384	
459329	90397	3346	
443106	100058	3417	
479721	108280	3501	
517335	124815	9129	
585493	148248	3453	
551764	123867	3393	
554645	119930	3566	
490260	94862	3428	
499928	96477	3374	
445144	106551	3428	
452531	107634	3474	
472972	107554	3355	
485132	108155	3478	
446968	100411	3445	
455055	99729	3357	
462135	101168	3271	
499983	115338	3438	
471796	105989	3407	
467714	107932	3557	
468250	112532	3378	
619395	102091	3448	
609119	115054	3325	
506529	119090	3472	
486274	117084	3512	
447164	106161	3351	
470134	105407	3337	
495922	105931	3347	
451781	99716	3348	
452849	99108	3651	
463802	112560	3403	
433612	103426	3368	
458087	101396	3257	
444479	101491	3269	
446980	99285	3297	
453172	112268	3360	
442426	104290	3253	
441948	101918	3291	
442853	118312	3462	
571757	131766	3420	
483172	116034	3512	
499058	104917	3374	
476626	107120	3380	
460488	115775	3452	
463208	92214	3357	
501200	117640	3433	
473338	90254	3331	
459693	101632	3331	
443002	101266	3372	
447997	103852	3361	
552388	135890	3446	
480907	92113	4936	
467428	107686	3417	
468822	101796	3406	
449234	104188	3321	
474698	109818	3369	
481247	103369	3281	
453123	100060	3343	
464000	99865	3317	
458499	100578	3316	
448297	102500	3238	
442519	99546	3323	
438186	105549	3275	
435714	119060	3501	
474341	107826	3326	
464418	101028	3294	
778219	113677	3727	
441490	102788	3405	
452939	99951	3351	
458828	164166	3451	
457024	124688	3688	
457827	104501	3310	
519650	105676	3503	
476874	103114	3545	
463991	105700	3435	
494111	101468	3279	
461393	101749	3337	
450069	100151	3319	
452355	103542	3340	
483385	109859	3322	
477971	119223	3667	
481619	107556	3321	
438763	100031	3447	
470906	101412	3409	
456512	108396	3392	
454431	110526	3310	
479732	105877	3425	
446552	100803	3318	
447734	98695	3300	
440289	102491	3338	
450612	99025	3381	
506849	102963	3578	
450157	177100	3563	
452541	101799	3346	
449475	100377	3326	
442267	100747	3349	
496048	112252	3443	
505971	132991	3622	
490866	109606	3446	
482857	109362	3311	
482929	107103	3342	
465126	105600	3339	
439246	124826	3442	
482817	102716	3383	
459981	106492	3418	
444097	108103	3350	
453910	101071	3425	
429411	102944	3357	
459143	99585	3372	
454223	99691	3340	
453914	99272	3351	
460093	106576	3355	
459847	105843	3349	
456929	105250	3316	
462891	102446	3436	
439813	99750	3414	
457303	100190	3373	
458483	100760	3364	
434675	102794	3372	
454160	100503	3344	
452977	100408	3439	
453946	100840	3374	
444246	113185	3477	
448705	102239	3315	
442230	101297	3340	
482403	108228	3362	
472055	107244	3587	
437134	99934	3415	
444136	100676	3323	
483246	118381	3368	
476572	107957	3330	
469560	109113	3302	
476521	109400	3296	
431526	108098	3366	
533488	101007	3285	
486427	106032	3553	
457575	102340	3402	
444941	100665	3394	
452300	100652	3514	
437819	100665	3392	
497432	110291	5109	
474114	114000	3395	
463469	107962	3368	
480417	110321	10018	
441543	104340	3395	
438196	100632	3524	
457927	89078	3396	
489066	106521	3354	
441603	100871	3429	
442008	100674	3473	
444915	109879	3495	
514053	113051	3507	
472152	107870	3460	
470163	107137	3362	
474425	108400	3385	
434094	108819	3371	
459168	105793	3335	
433920	100283	3320	
486517	107197	3374	
466007	101932	3783	
447182	100505	3577	
434105	99936	3440	
501920	111935	3494	
470726	108726	3358	
468274	107674	3309	
480147	109136	9948	
445524	104319	3314	
452810	102637	3471	
462229	100389	3429	
480364	103980	3393	
480754	101814	3360	
448264	107517	3409	
443220	108013	3373	
438174	103918	3400	
458203	101637	3353	
445317	103649	3272	
449673	100701	3358	
448267	102984	3397	
441408	106378	3367	
446205	101075	3327	
443302	121345	3389	
451749	99404	3358	
466340	89510	3221	
450108	100709	3449	
479975	103731	3674	
442421	101402	3363	
446382	101003	3295	
449567	100406	3349	
435622	102662	3338	
446677	100156	3465	
444489	98585	3304	
446380	99851	3368	
437159	103428	3369	
469083	91720	3317	
439485	102012	3323	
484384	105898	3266	
441607	99934	3402	
436548	99517	3456	
467063	101618	3572	
473645	102915	3500	
446891	100324	3433	
447602	99952	3345	
484954	106460	3390	
437496	103270	3339	
438097	100766	3381	
437810	105129	3349	
451860	105440	3394	
473359	106491	3332	
458060	105232	3419	
438678	99117	3294	
488220	110760	3747	
577085	109489	3443	
466973	109340	3384	
469217	107886	3350	
446968	102785	3360	
434067	107103	3386	
444646	102689	3382	
466133	128578	3418	
465780	107176	4945	
449707	100987	3396	
441635	101412	3435	
565346	115368	3373	
482957	109298	3376	
466820	107765	3355	
478822	108808	3213	
432753	108935	3273	
456173	106176	3334	
455580	90732	3375	
486896	106502	3384	
436288	99972	3395	
437244	100280	3309	
453115	102557	3375	
470290	104566	3499	
456819	103360	3329	
453030	101520	4951	
438538	99545	3297	
450328	112003	3394	
444668	106688	3385	
442775	101621	3313	
450370	128668	3480	
494970	99343	3251	
469990	110115	3351	
472995	115893	3411	
486934	104119	3299	
451746	100891	3377	
447180	99735	3314	
447577	100164	3404	
445877	102080	3395	
446290	100076	3414	
443463	106478	3376	
454514	118466	3411	
447666	102399	3375	
443001	100335	3348	
462803	91239	3324	
463100	104129	3397	
442834	100022	3375	
436483	106752	3384	
438092	101000	3295	
496131	110522	3480	
473487	108031	3339	
478372	108311	3492	
613189	124666	3648	
465453	104528	3428	
437766	101379	3471	
444153	99837	5021	
472850	103801	3508	
447006	103026	3341	
438978	100891	3280	
452396	100321	3360	
435075	102318	3338	
444479	100118	3401	
461738	101030	3413	
443008	100329	3531	
431919	108580	3323	
463293	105800	3415	
453435	105682	3418	
477114	105803	3377	
436152	99332	3351	
433275	99883	3330	
435081	99854	3502	
466639	110566	3279	
445708	102733	3320	
451677	100444	3330	
439211	99761	3366	
439040	101805	3439	
443902	99610	3408	
446049	102058	3360	
433176	105940	3309	
447549	104242	3459	
462913	105484	3383	
447377	101186	3563	
468638	102220	3393	
517699	100131	3293	
452405	100860	3464	
446759	99452	3367	
432624	102672	3341	
442817	100386	3355	
440825	99008	3301	
448657	99704	3478	
446236	107335	3397	
459403	89472	3290	
438884	100326	3325	
457393	103903	3396	
434722	100345	3348	
442349	101060	3316	
442225	100088	3323	
460552	103089	3416	
444944	100236	3415	
447932	100346	3371	
444152	99345	3330	
439653	103706	3322	
446318	99750	3574	
450280	101758	3409	
444689	100575	3378	
433242	103716	3408	
464222	106041	3493	
450191	102898	3354	
446397	103304	3470	
449143	100777	3312	
436641	100040	3449	
460164	100257	3371	
507261	112953	3585	
488750	108958	3474	
468227	108607	3432	
475768	146504	3499	
438319	102933	3425	
461353	105436	3370	
471613	106267	3532	
471709	103452	3306	
435637	106835	3320	
437057	108777	3315	
437068	99254	3397	
428989	102710	3305	
437330	100335	3371	
449040	99357	3340	
456106	99199	3429	
433802	109412	3378	
438533	100832	3379	
456214	90063	3338	
441826	104900	3284	
440574	100875	3309	
441112	99840	5034	
437154	99892	3334	
459676	104205	3378	
437433	105260	3442	
525571	102666	3335	
449550	101658	3282	
433459	102937	3380	
440845	99348	3342	
443764	99917	3280	
483097	101424	3377	
464269	105846	3352	
458441	89142	3312	
476683	104504	3385	
465527	102223	3348	
443800	100483	3410	
443233	99392	3306	
435805	109549	3391	
448379	102400	3384	
448850	99059	3318	
443559	99180	3369	
444150	100055	3517	
445563	104898	7848	
436234	106280	3350	
445722	106082	3375	
490959	108339	3306	
479525	104994	3457	
442321	99272	3310	
446026	106349	3296	
466608	103353	3406	
445632	100650	3339	
448923	99751	3378	
445904	98910	3384	
452727	102774	3349	
438104	100365	3312	
440094	100231	3363	
434669	104648	3267	
456720	101644	3471	
470613	89229	3285	
458318	88854	3312	
473492	111132	3356	
471067	108362	3409	
535344	97688	3367	
476899	108429	3455	
430719	101999	3348	
436224	100126	3380	
448445	100798	3391	
447676	101318	3374	
454333	106814	3402	
457979	88654	3358	
436954	100549	3342	
477009	103671	3380	
442151	98981	4951	
444257	98871	3249	
444641	99930	3248	
473244	102749	3498	
449313	100363	3462	
444303	100187	3426	
446125	100826	3316	
446098	102619	3398	
442841	102360	3313	
442488	109048	3425	
433375	119591	3539	
494520	116202	3295	
499329	99097	3530	
469789	107421	3359	
501733	115812	3446	
497079	108503	3378	
480749	107311	3334	
477238	107086	3312	
434982	112420	3382	
475705	107118	3306	
457308	105932	3292	
481662	112500	3523	
464747	109250	3355	
474410	108107	3422	
477573	108486	3312	
432471	102914	3345	
448489	101390	3409	
452864	100959	3387	
450702	99479	3349	
433671	110525	3300	
458897	105719	3348	
604226	107014	3581	
479330	109595	3424	
447525	108123	3341	
447441	100431	3283	
449735	98742	3354	
435773	103323	3344	
440543	100076	3392	
445112	98609	3258	
443226	123515	3390	
445168	103556	3289	
444128	100358	3315	
445814	99743	3305	
479513	106820	3382	
471898	101407	3691	
451842	107563	3374	
438217	100621	3328	
490804	110490	3331	
471859	107622	3369	
476406	107777	3442	
471923	107174	3405	
447908	103687	3361	
436866	100332	3341	
458364	88637	3295	
462712	110455	3413	
469148	108608	3501	
525037	111671	3306	
467860	110074	3428	
434902	102853	3366	
438496	101480	3374	
446551	101210	3392	
442878	102013	3297	
431800	109208	3340	
443149	109606	3317	
456849	91172	3340	
481596	107126	3347	
437614	99601	3350	
437497	100169	3412	
444727	99951	3342	
469037	107854	3386	
437400	107198	3382	
440445	101914	3426	
439154	100665	3401	
429169	102009	3323	
436029	99585	3430	
438729	98774	3361	
446719	99036	3350	
432760	110894	3350	
437330	102616	3396	
437120	99959	3441	
484491	107590	3319	
