Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v4/mtpt/zzzTemp.txt : len : 100 loops : 1000
WRITE	FSYNC	READ
61895	54483	66175	
40041	45083	963	
39617	42113	797	
37659	45010	1250	
43335	43970	827	
38044	41281	721	
37963	41197	751	
36494	40591	763	
36429	40863	731	
37835	53344	873	
37357	41502	822	
38565	40980	755	
37443	48647	794	
44996	43724	800	
37591	41353	787	
42558	54018	767	
46754	42640	751	
37383	40627	824	
36394	41073	774	
38440	40981	776	
36969	51317	1186	
39363	45411	886	
59355	58824	1000	
40480	48676	911	
37360	42408	825	
37055	41602	909	
44151	42727	920	
37166	41438	881	
36405	40508	842	
36216	40369	835	
37550	50580	832	
38285	50663	942	
60006	45729	800	
44811	41749	770	
36355	43362	866	
36543	46928	818	
46992	43485	820	
36760	40956	778	
36192	40457	757	
35821	40710	780	
36123	94144	993	
40906	41802	6051	
37557	46717	775	
54507	52950	938	
38355	40806	794	
36226	40586	769	
36310	40492	807	
36396	40232	763	
90494	43820	740	
36749	45948	834	
37449	40786	784	
35493	40769	768	
42985	41566	1104	
37906	41629	817	
36883	41016	741	
36018	49627	757	
78343	48642	900	
37060	41832	759	
36064	41304	735	
36220	50411	747	
39480	41836	752	
37771	40689	786	
36422	46456	816	
41914	121983	1028	
47999	44191	877	
40219	47444	873	
40593	42461	817	
36162	41062	811	
68173	68500	1067	
44348	45864	823	
38793	43135	806	
105904	52875	844	
40984	83647	869	
41372	43111	793	
72012	59090	792	
43722	44605	785	
38808	43284	774	
38324	42156	743	
37349	42257	742	
36950	41695	741	
74287	55150	971	
41524	46103	875	
37126	42373	766	
37248	41932	771	
36623	41944	760	
37179	41747	783	
37267	41447	769	
36741	43978	774	
36460	41962	801	
36904	41435	781	
44098	45114	860	
47192	42765	826	
37400	41400	807	
36777	50404	902	
38173	42137	792	
73208	58386	798	
42861	44091	723	
40751	42963	751	
42112	48891	762	
41955	47012	787	
50173	96884	769	
65924	50437	893	
39930	43456	765	
98106	56400	1069	
42668	57360	1006	
110879	71572	1348	
52276	54260	1336	
47652	51856	1231	
52711	116428	1401	
50208	59091	1336	
49157	56880	1267	
49439	57259	1346	
47734	56607	1423	
50158	53261	1093	
38409	42283	763	
38269	45615	915	
37494	54947	835	
38549	42010	800	
73073	55977	1507	
45446	47104	952	
42423	83960	1567	
45551	54188	1103	
75065	54092	1208	
39247	43730	853	
40273	42777	894	
37661	46411	816	
38273	73809	885	
42456	51953	993	
47526	47588	905	
37694	41930	866	
36366	41298	761	
37027	40893	801	
36074	41264	776	
41304	42007	793	
36797	41961	1060	
38336	43091	1108	
55726	58438	980	
38889	46316	1158	
48506	47205	894	
37516	41628	749	
37074	40671	724	
35991	44769	874	
48477	74009	1193	
43205	48312	811	
40140	42402	776	
49850	52829	785	
51629	44884	925	
40954	42516	827	
39894	40720	813	
37438	40955	799	
36039	40680	814	
35983	41060	773	
36027	40630	729	
72209	56028	1457	
41464	44585	1020	
38431	47569	845	
49381	188806	1105	
47304	45810	910	
38400	42891	821	
37350	42310	807	
36973	42186	773	
37883	42315	814	
37135	42703	802	
37021	41952	806	
38049	47995	1249	
47516	87324	1127	
39238	42940	837	
38382	42092	813	
36989	41928	794	
37118	46646	887	
37582	41877	843	
37034	42044	796	
40715	43821	857	
37587	41530	803	
37389	42326	806	
43367	82933	1091	
41596	47560	955	
76448	57273	1426	
41457	45274	924	
39066	43488	945	
39485	43340	882	
37972	42979	856	
38205	56101	1020	
40816	45754	889	
50092	56927	1008	
39657	43189	880	
44313	44864	930	
38107	43621	884	
37940	42698	863	
