Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/benchmark/zzzTemp.txt : len : 100 loops : 1000
WRITE	FSYNC	READ
3204	2118229	3443	
2209	603641	3695	
1783	1844743	2085	
1968	774739	1398	
1274	556182	1449	
1972	606920	3818	
2012	1836357	1620	
1586	672979	1689	
1834	708240	1638	
2054	687787	3779	
1915	2018128	2188	
2220	696022	1431	
1454	575268	1709	
1963	518232	1232	
1317	520847	3772	
1780	1924508	2466	
2056	1591979	4172	
1975	1788037	1673	
1384	566504	1273	
1270	752887	1245	
1274	663776	1501	
1351	697516	4214	
1594	1997281	2106	
2246	678495	1189	
1243	610831	1804	
1894	626226	3682	
1773	2056381	2149	
1651	623933	2047	
1614	725173	5178	
2597	1899805	2333	
2360	561554	1945	
2042	606280	1357	
1362	536918	1257	
1291	592928	3493	
1738	1879187	2138	
2303	523679	1324	
1270	600917	1267	
1357	642718	5340	
2693	1922690	2640	
2241	586093	1502	
1427	637121	1424	
1356	591575	1834	
2018	565254	3555	
1625	1819739	2083	
2242	575919	1502	
1282	623199	1960	
1329	571587	3443	
1691	1981488	1906	
2086	670679	1485	
1298	628919	2424	
2671	627951	4398	
1741	1822325	1670	
1512	626514	1796	
1434	566052	1425	
1309	612697	1574	
1358	635769	3644	
1770	1888748	1932	
2176	607159	1659	
1280	531200	1248	
1269	598337	4029	
2789	2047539	2028	
2100	609902	1359	
1328	631212	1239	
1343	587094	3258	
1692	1867173	1836	
2102	586668	1751	
1909	579138	1533	
1352	568561	1236	
1289	583925	3412	
2049	1975108	2010	
2349	711361	1433	
1206	589096	1598	
1442	650216	3541	
1865	1805319	2279	
1393	541789	1609	
1367	620535	1729	
2165	646077	4250	
2626	1900199	2106	
2189	676860	2011	
1656	674843	2034	
2131	543246	1464	
1345	710403	4573	
1944	1981136	1930	
2339	586363	1844	
1437	607766	1537	
1301	637353	3413	
1722	2104924	1878	
1565	706166	2250	
1435	660697	3486	
1954	1904561	2192	
2236	623521	1984	
2385	680583	2432	
2228	727884	3884	
1674	2002059	2220	
1551	680440	1519	
1340	593477	1323	
1335	616891	3758	
1725	2162787	2026	
1368	625028	1534	
1331	676270	1414	
1300	636497	4531	
1863	1946990	1891	
1468	643709	2227	
2274	631461	1831	
1430	677191	4434	
1830	2041109	1898	
2245	539337	1329	
1362	570757	1480	
1278	589886	3337	
1900	1988048	2127	
2274	641465	1495	
1324	633962	1667	
13443	563427	1470	
1311	555905	3447	
1527	1940325	1773	
2140	593364	1639	
1317	582684	1555	
1351	575354	3397	
1711	1857670	2310	
2391	649095	1541	
1409	677034	1551	
1355	541864	3563	
1753	2329506	2351	
2323	632552	2049	
1474	662619	1968	
1432	688740	3736	
1766	1949695	2070	
1563	614064	1866	
1374	690064	1609	
1408	553414	4172	
1770	2051065	2182	
2220	673810	1420	
1334	681546	1337	
1379	573639	3533	
1720	2039720	2277	
1508	634338	1617	
1405	642451	1423	
1350	611360	3779	
1762	1766281	1801	
1333	633202	1705	
1335	827801	2056	
2147	675693	9420	
1759	2040877	2393	
2186	673350	1862	
1538	695244	2182	
2217	781696	4078	
2630	2011988	2470	
2377	746219	1804	
1406	726288	3385	
1900	2084854	2250	
1939	702639	1828	
1484	654799	1754	
1493	1098869	5134	
2506	3025106	2335	
2371	652433	4045	
1815	2333098	1942	
2337	723760	1448	
1292	656163	3699	
1741	1790824	2101	
1435	695831	1683	
1342	810789	1536	
1329	635152	3826	
1731	2165315	2404	
2273	581117	1846	
2087	686230	1494	
1353	686220	3657	
1841	1919425	2175	
2218	587061	1468	
1442	571459	1406	
1329	584709	3749	
1782	1879840	2382	
1856	688955	2527	
2141	728850	1913	
1491	657798	4271	
1900	2044405	2058	
2321	710831	1629	
1475	705976	1716	
1321	748037	4234	
1800	2061539	2320	
2427	652375	1684	
1365	702896	4621	
1808	2417705	2124	
1529	718123	1971	
2163	604961	2158	
1492	713761	3727	
2263	2009451	2107	
1849	632505	1981	
1527	663612	1528	
1403	646861	4494	
1895	2213251	1900	
2273	637637	1691	
1917	594099	3699	
1759	2259310	2419	
2644	704087	2129	
2202	755622	1996	
1419	619086	4826	
2919	1926293	1895	
1441	603577	1640	
1471	716593	1925	
2022	730496	4447	
2857	2000937	1885	
2407	648448	1667	
2146	664862	1580	
1342	716200	3394	
1785	1996795	2064	
2297	646053	1540	
1902	600634	1640	
4226	1979751	6793	
2030	1943491	2193	
3676	2000712	6114	
2254	1848737	1829	
1543	605937	4193	
2697	1797394	2350	
2263	590955	1630	
1265	621378	1901	
1454	596591	4047	
1736	1740156	2105	
1321	614898	1874	
1489	639172	1837	
1412	596792	1861	
1469	667489	3918	
1730	1843654	2304	
1594	624787	1965	
1409	563246	1711	
1358	669941	4826	
1810	1904180	2326	
1415	647458	1542	
1320	676827	1852	
1349	615210	4179	
1726	1946030	2157	
1511	681019	1491	
1338	728064	1643	
1323	617433	3712	
1763	2002216	2357	
1946	697631	1699	
1420	613650	1346	
1271	612669	3176	
1738	1985960	2109	
1528	672358	1808	
1397	646789	1930	
1788	568337	3802	
1769	2050045	2239	
1552	595282	1594	
1341	625215	1624	
1395	593099	3891	
1764	1931004	1799	
1410	578492	1657	
1881	589799	1222	
1432	645252	4189	
3655	2066501	2245	
2425	629183	1578	
