Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v4/mtpt/zzzTemp.txt : len : 60000 loops : 1000
WRITE	FSYNC	READ
1355759	155050	146398	
1256777	138237	7716	
1250321	145190	7851	
1248211	139829	7329	
1267475	140398	7537	
1263016	162117	7825	
1269043	134192	7439	
1248303	142095	7419	
1230778	131367	7425	
1199783	129491	7457	
1210764	140397	7502	
1258206	128963	7493	
1736041	188206	11793	
1450035	133605	7587	
1236792	132258	7553	
1257317	138405	7531	
1295987	137686	7555	
1256725	142768	7454	
1349059	151849	7854	
1297297	140925	16485	
1309810	148177	7429	
1295249	162839	7689	
1225797	144461	7645	
1229463	138097	7429	
1289892	138549	7847	
1360197	173191	7633	
1301222	137586	7503	
1213549	132334	7564	
1271048	143935	7435	
1238278	135094	7489	
1205732	130777	7637	
1251405	137282	7864	
1280653	135871	7449	
1312757	142367	7606	
1210781	131268	7644	
1182833	135318	7535	
1257568	137198	7657	
1258378	128368	7355	
1206219	131862	7475	
1320426	146115	8146	
1278194	141145	7506	
1233595	135367	7448	
1202959	131388	7496	
1288051	137079	7447	
1250991	135449	8969	
1242773	136530	7468	
1325781	143901	7660	
1307172	144347	7616	
1305594	141182	8600	
1297733	139766	8147	
1290894	140956	7513	
1355684	142270	7653	
1283871	139433	7460	
1251723	138414	7488	
1263634	139513	7532	
1223267	129411	7428	
1234236	138161	7424	
1248571	137430	7322	
1268770	140005	7545	
1265199	143874	7490	
1230431	137116	7465	
1267495	135574	7438	
1299845	137834	7998	
1249202	135094	7420	
1259435	140263	7657	
1252906	142980	7560	
1235802	133719	7487	
1206008	132190	7471	
1240757	133434	7604	
1228495	132794	7533	
1258857	133938	7443	
1214784	131486	7600	
1279271	136554	7750	
1212868	165276	7655	
1235486	141108	7469	
1243683	142546	7513	
1212334	130397	7442	
1224111	129027	7473	
1205605	134319	7388	
1289375	148453	7507	
1309517	144836	7457	
1287550	139436	7625	
1258635	137749	7416	
1267133	139451	7388	
1233920	146512	7563	
1300592	150237	7580	
1203610	130837	7628	
1243435	132578	7554	
1217396	128529	7506	
1231792	131204	7477	
1216317	131282	7491	
1236558	158934	7524	
1314807	145291	7433	
1230654	141175	7380	
1307222	149770	7786	
1273651	143259	14484	
1246518	137444	7462	
1229757	139706	7408	
1281576	136983	7707	
1238070	128327	7544	
1284133	134600	7453	
1243244	144174	7780	
1301179	145151	8061	
1350569	147079	7747	
1258299	169630	7780	
1225272	134226	7792	
1251037	161167	7637	
1286168	139764	7492	
1244808	141957	7573	
1256384	136922	7498	
1204769	130924	7875	
1261516	136680	7418	
1236121	137871	7389	
1382413	146980	7737	
1304662	141285	7792	
1341194	139786	7678	
1228657	138124	7760	
1268264	136812	7572	
1259676	136072	7700	
1257456	137775	7515	
1325236	142773	8211	
1275345	149070	7602	
1307726	143213	7563	
1249216	140995	8025	
1227708	131703	7476	
1194133	130060	7477	
1260293	136743	7449	
1222914	143800	7456	
1289638	144843	7560	
1293037	139270	7794	
1254339	136107	7497	
1301595	140409	7466	
1300853	182950	7563	
1347930	140705	8000	
1252549	137726	7607	
1304902	138010	8006	
1297546	163360	8479	
1338852	172631	8470	
1220758	136526	8040	
1263150	146929	8184	
1254197	139589	8199	
1235792	133818	8804	
1291555	137628	7840	
1286716	137058	7779	
1246196	135754	7455	
1231197	134868	7591	
1271393	137367	7539	
1257093	142569	8350	
1274708	139083	7394	
1237435	140134	7708	
1292374	138525	7564	
1277046	149891	7597	
1271988	137757	7483	
1207010	130510	7462	
1302768	139180	7584	
1208833	165858	7477	
1240227	135423	7309	
1317661	143336	7575	
1292566	140434	7642	
1278566	138823	7492	
1244407	137563	7756	
1287644	138611	7756	
