Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v4/mtpt/zzzTemp.txt : len : 1 loops : 1000
WRITE	FSYNC	READ
96089	98471	100124	
68955	77874	1416	
66057	76576	1296	
64506	74459	1265	
67041	74941	1346	
63769	74339	8169	
65868	73940	1211	
63912	73988	1240	
63929	73869	1213	
65189	74344	1203	
63751	73192	1134	
62960	73094	1241	
62998	78948	1183	
63533	73029	1167	
63529	73208	1132	
63449	79560	1191	
65828	73634	1164	
63410	74028	1198	
63000	72535	1203	
71870	74285	1251	
63809	73165	1165	
63630	88077	1290	
74230	77909	1348	
62702	73596	1246	
63680	74404	1180	
62887	82789	1232	
63022	73069	1293	
63700	74017	1279	
63319	72704	1275	
178660	60498	1010	
41288	78783	829	
55460	47834	724	
48960	46619	703	
39609	43334	680	
39017	42938	657	
37890	42300	667	
39155	44264	677	
37169	42487	734	
37653	54191	1134	
39148	43203	777	
37290	42134	722	
37822	42662	725	
37333	42254	690	
38532	43284	710	
37534	42104	733	
36953	42047	697	
40690	53264	705	
47970	43455	720	
48147	49693	695	
38093	41986	697	
36696	42274	703	
37050	41349	694	
37340	46813	705	
39940	43451	701	
43422	43431	739	
37100	42500	736	
37277	43467	738	
37824	42559	709	
138759	68547	863	
44231	45590	711	
38974	43439	704	
38117	46530	711	
37895	43379	703	
37104	57997	822	
59305	47774	766	
37915	45845	712	
37473	41880	729	
36912	76557	738	
37387	41954	740	
36690	49085	735	
38817	43006	729	
82785	49697	711	
39420	42789	796	
46147	51342	766	
39089	42561	717	
41997	85880	753	
48878	94429	716	
62183	46825	739	
40028	44094	702	
38658	43288	705	
38227	42331	699	
37626	42673	705	
37842	42109	700	
89792	60983	882	
89481	56314	796	
86581	46187	765	
63247	46285	836	
38675	43062	798	
37920	42484	734	
48194	48703	751	
38048	41870	735	
37442	46689	781	
38354	42583	755	
37260	41974	743	
41051	55446	786	
42020	42490	742	
81308	56381	911	
89540	51909	755	
40199	43867	762	
38349	69924	828	
50684	46029	740	
40625	43838	769	
37799	42054	757	
37291	41849	769	
37256	42392	757	
37537	42463	746	
37731	83558	764	
43696	42965	754	
37546	42257	743	
37305	41720	753	
36776	45615	741	
37085	41389	722	
42474	42416	745	
38042	41676	755	
37119	42325	738	
37266	42372	751	
43989	52734	1216	
42753	44109	891	
48553	52270	732	
38216	42890	760	
36960	41575	742	
36469	41884	759	
36678	47632	870	
38448	42147	809	
37107	41934	706	
36725	42280	725	
36938	41893	711	
42017	41875	729	
49128	55860	745	
43902	42699	740	
37417	42174	724	
37251	41408	720	
36746	41671	726	
37440	41441	751	
38600	42025	760	
37082	41700	728	
36991	41522	743	
36628	42075	756	
44527	67718	899	
41786	43752	694	
40679	53457	714	
47930	44149	677	
37346	42038	680	
36796	41680	683	
40086	48716	799	
37371	42476	727	
36928	41657	706	
36444	41475	656	
36909	47963	670	
38411	43813	654	
42463	49918	656	
38021	41754	669	
36944	40996	665	
36362	41310	665	
37046	41476	667	
36727	41497	668	
42055	42248	695	
37111	41317	708	
37144	41543	681	
36701	44292	687	
43096	42989	684	
36826	102980	1106	
51554	46168	737	
37109	42351	718	
37211	106840	742	
54156	106862	796	
55254	96293	720	
83160	56537	747	
48829	66831	949	
40337	78206	820	
51250	51409	787	
45707	46770	729	
41051	79403	715	
48414	43701	754	
37072	46621	735	
39251	45575	741	
44166	42742	725	
54396	92215	1380	
47914	51911	932	
39024	43056	682	
37651	42626	667	
37171	42756	640	
36956	41446	640	
42550	42484	633	
36349	41267	633	
36741	45332	656	
43746	87193	663	
56298	77761	891	
52069	45094	640	
45688	54911	908	
38725	42395	664	
35851	41361	677	
35863	41171	696	
35603	54437	1203	
38869	42325	700	
38246	42678	674	
38776	43809	680	
46162	57257	902	
39239	41862	670	
35810	77749	842	
55189	46823	671	
37902	51301	1097	
83423	49198	674	
38660	43349	653	
36698	44969	938	
46160	47101	836	
43817	90526	1017	
42928	44389	733	
36492	49085	745	
37854	41760	701	
40067	41380	674	
39696	41849	664	
36188	75531	872	
89134	62183	1356	
49470	102750	1570	
154083	57824	1122	
41621	45307	780	
39621	43976	746	
65623	51902	1075	
39135	44332	934	
37943	42867	844	
37491	43007	781	
37270	42187	750	
37010	42789	766	
37478	45700	742	
93480	47715	831	
38314	43523	794	
37864	42341	718	
37359	42088	781	
38127	42490	784	
40014	42945	847	
36813	42452	766	
37340	42168	767	
41515	42889	773	
36974	41582	749	
37229	46513	734	
67660	43804	856	
40892	48128	698	
38098	41974	734	
37363	42379	753	
36986	41927	756	
36621	42276	748	
37255	42304	757	
36857	41743	736	
36972	42186	743	
37740	42109	739	
37367	1950127	1158	
52911	57025	889	
41344	44885	709	
37796	43363	705	
37493	42828	683	
37551	42715	691	
37437	42757	677	
36587	42256	676	
37538	42574	683	
40536	55523	680	
56387	45637	683	
37400	42886	694	
37120	53665	792	
38555	42694	745	
37176	42589	662	
37170	41860	706	
37071	41739	693	
36658	42021	671	
40615	42586	690	
40973	42390	651	
36927	42096	714	
106816	53729	777	
40463	45159	713	
45420	44327	736	
38471	73357	784	
54195	46571	741	
68250	58234	726	
40974	43898	727	
38220	42389	687	
37058	41864	701	
36762	41832	682	
70774	58647	811	
43603	50007	825	
37500	42154	709	
37010	41744	664	
36811	42273	696	
36979	41409	686	
36429	41149	657	
37014	41696	687	
37120	41302	649	
36488	41632	700	
36587	41594	668	
39187	42153	695	
36828	41176	714	
37661	43083	726	
36857	41577	720	
36447	42116	672	
36653	41346	695	
35969	40883	709	
37010	40972	680	
36493	45849	703	
37394	41190	734	
40011	43163	645	
36911	47333	727	
37561	41386	700	
36763	45287	817	
38575	116391	703	
44070	46165	667	
37279	42023	680	
37165	41787	689	
36813	42377	679	
37096	41439	685	
37372	41754	673	
36585	42344	664	
42166	43246	645	
39434	43276	674	
37341	43955	755	
37896	41595	698	
37688	41917	645	
36756	41493	680	
37623	41863	660	
36995	41446	687	
36802	41601	688	
36932	41223	734	
36825	45791	767	
37051	46440	699	
37854	62696	1668	
61214	57743	1006	
39860	44620	801	
37584	42637	751	
37381	42607	770	
37114	42097	798	
41944	42531	807	
37060	41679	751	
37270	41877	759	
40618	42169	806	
37477	44134	791	
36769	66571	793	
46860	42697	746	
37060	45069	778	
36615	41320	754	
36641	41760	749	
38595	42431	813	
