272488	300581	257652	
332632	228876	1501	
193032	193435	1343	
161131	186886	1248	
154145	224966	1376	
160844	177733	1220	
181137	185909	1285	
179905	152086	1198	
131073	139002	1133	
198991	207021	1128	
151318	145997	1178	
132033	128640	1157	
133632	132909	1174	
150782	144802	1260	
148946	139657	1144	
146197	174231	1328	
133229	173840	1224	
164998	144472	1196	
190852	226723	1220	
145289	194492	1137	
190428	131909	1147	
174781	131673	1151	
132066	141413	1129	
211200	140921	1080	
146773	151954	1251	
148737	166041	1146	
134609	142864	1118	
145686	149790	1250	
140903	208844	1245	
150531	153791	1117	
148245	160078	1116	
153227	171654	1101	
149816	163135	1148	
157441	188965	1082	
146429	143027	1093	
148445	170334	1270	
145520	174092	1127	
160254	222424	1114	
146864	169156	1107	
161040	190363	1228	
157594	193685	1127	
168971	173356	1120	
169537	171530	1177	
156690	164196	1115	
199066	148278	1120	
154441	177683	1212	
147034	187982	1189	
159654	204631	1114	
275107	187528	1223	
210241	193414	1260	
160400	195366	1315	
145142	141275	1301	
168397	175631	1253	
134563	163967	1167	
232972	188137	1184	
160160	172767	1132	
159785	177755	1195	
182004	147483	1188	
139142	158721	1213	
134702	140813	1119	
151349	155678	1104	
159617	201583	1274	
176125	193197	1194	
195371	160596	1180	
152903	179048	1278	
167580	169269	1218	
185676	176810	1151	
306966	239009	1322	
195253	265789	1263	
235584	219920	1177	
205190	198114	1260	
239430	257190	1393	
199129	210932	1316	
204574	198133	1262	
176772	212708	1250	
209073	195830	1231	
197041	204820	1243	
170592	198481	1204	
182534	184141	1169	
159368	166465	1271	
148145	148895	1232	
190102	190648	1184	
184162	164406	1314	
173398	179240	1289	
211262	173486	1233	
159765	166122	1251	
169537	202589	1213	
162889	157426	1285	
145225	141039	1217	
207389	191548	1240	
146496	177589	1302	
174574	223618	1296	
220881	194012	1283	
179893	168693	1122	
157697	179011	1410	
158931	168787	1268	
189939	178192	1291	
181472	215654	1251	
174851	164524	1281	
194104	223707	1300	
153972	185382	1274	
149911	148290	1210	
139493	148970	1424	
151088	168861	1220	
161240	193866	1287	
220983	164939	1215	
367212	218267	1449	
194040	213150	1366	
192428	218234	1224	
167883	155914	1222	
140954	139391	1188	
155837	176278	1220	
142031	166241	1252	
224682	278085	1184	
217758	217601	1298	
224145	293514	1202	
270144	349168	1260	
236489	220951	1413	
209548	287376	1177	
227591	238190	1457	
198499	657042	1735	
222072	232838	1414	
206198	205046	1396	
156353	305063	1508	
270467	324245	1467	
229683	196163	1359	
188931	185673	1209	
178414	192115	1308	
217260	198649	1290	
240744	181336	1331	
155534	167874	1227	
173311	199805	1178	
196257	202423	1231	
216319	228662	1244	
171889	190962	1269	
192569	153305	1269	
180386	167422	1207	
169608	171449	1252	
187336	157457	1391	
195395	174576	1232	
151648	157049	1194	
193455	166194	1184	
196045	223286	1224	
167202	168987	1149	
223970	196427	1408	
169917	175420	1267	
162188	173049	1232	
159227	241737	1187	
157196	192240	1160	
140180	194359	1236	
156349	179870	1249	
189124	173950	1191	
207023	187066	1240	
224140	216042	1247	
169263	179081	1171	
159127	161489	1226	
153755	142758	1225	
231775	169162	1191	
282423	268176	1427	
256077	250359	1442	
220004	231052	1390	
213587	214593	1295	
202648	249880	1287	
200220	188712	1320	
347132	217240	1486	
229446	228393	1416	
219142	216317	1347	
193499	243895	1391	
224448	231083	1339	
217426	204938	1345	
241316	225390	1320	
256229	206437	1373	
213431	237956	1344	
287276	314194	1194	
238272	213141	1375	
215905	213284	1357	
201887	234687	1410	
199909	195518	1452	
224598	228318	1271	
222412	194444	1320	
203164	199454	1422	
186302	180183	1356	
200380	227778	1350	
216166	240775	1366	
197151	189031	1321	
181407	203019	1351	
260659	192286	1283	
183209	183183	1284	
227831	209598	1339	
230114	222519	1493	
213372	223405	1405	
229472	190723	1255	
186491	194043	1336	
178229	195781	1308	
203291	219288	1404	
199930	206229	1460	
190445	206764	1366	
194447	200116	1256	
207536	225138	1304	
300524	244183	1485	
222099	217598	1423	
219519	324062	1184	
