824797	263583	2451	
731106	353090	2104	
698097	209546	2295	
698476	246277	2296	
750375	216468	2555	
671284	313751	2056	
910153	225231	2303	
653890	197785	2258	
625040	211452	2325	
898276	300757	2462	
658065	187311	2381	
697322	239000	2384	
675488	359963	2553	
636618	298575	2628	
744530	194429	2566	
724336	212636	2392	
649055	279359	2133	
707116	196471	2497	
824158	206097	2440	
792452	198453	2335	
734112	188920	2362	
669232	222391	2316	
680144	187427	2325	
626616	181950	2385	
705448	211843	2489	
690241	204198	2516	
840522	240738	2517	
660016	238124	2543	
759872	231182	2434	
823562	249685	2434	
838368	218468	2378	
923118	219954	2464	
932959	365497	2648	
753083	239887	2723	
692569	240808	2477	
734977	207535	2382	
736666	316011	2513	
856545	301716	2553	
756529	261290	2409	
824947	274138	2500	
728271	267788	2605	
1123307	273080	2602	
744316	298355	2505	
809560	266712	2599	
825397	287601	2480	
934619	277126	2735	
824885	260291	2522	
771890	256880	2437	
883270	303789	1995	
787131	242920	2505	
766463	221162	2381	
852518	324534	2532	
791578	301336	2626	
806164	286619	2443	
955163	269124	2546	
833146	231993	2568	
828340	284422	2616	
717582	268642	2544	
764745	282037	2620	
827143	244999	2443	
895328	262143	2608	
758095	278271	2115	
918036	267666	2523	
823247	240782	2573	
696482	250713	2508	
724873	237654	2489	
995085	253040	2534	
933232	239303	2460	
991966	327853	2551	
789206	216369	2447	
710580	223478	2493	
735199	236666	2394	
705486	220566	2376	
763738	235281	2374	
844910	231408	2475	
801030	339985	2585	
789604	342974	2015	
822346	236017	2518	
1046493	311761	2147	
944123	243091	2577	
752714	284426	2452	
780947	236692	2534	
733131	228859	2424	
786844	245483	2464	
1056125	299690	2499	
894803	252403	2575	
861655	267318	2578	
807842	420802	2651	
833377	249524	2492	
912961	279830	2469	
773000	246861	2439	
767594	246440	2353	
736251	233037	2487	
866928	281964	2699	
773826	303549	2443	
841679	253249	2319	
817168	275644	1955	
818835	231996	2383	
831779	217357	2586	
684714	240927	2386	
817468	215192	2442	
883908	246096	2371	
713749	221527	2493	
832037	210251	2366	
786133	283212	2357	
773856	281312	2477	
970960	258551	2480	
806275	275885	2105	
757670	269989	2704	
820791	247398	2562	
837344	248372	2576	
865334	317323	2690	
970141	296223	1959	
826304	234753	2591	
892813	262776	2562	
970617	279832	2732	
831407	267832	2437	
751955	272156	1917	
847574	215559	2446	
803004	334977	2571	
761276	239729	2235	
1024254	257447	2380	
823942	252310	2290	
843411	284252	2794	
822040	243192	2556	
870064	277736	2800	
766220	236118	2467	
1026695	249415	2326	
678032	253320	2642	
755309	223844	2485	
724892	226772	2348	
1037504	386631	2667	
739148	208220	2537	
724748	241876	2603	
786408	265428	2581	
689090	203900	2296	
747634	200980	2299	
704039	223369	2342	
2538922	247470	2539	
890644	233313	2603	
792426	233103	2598	
718383	192115	2444	
664345	291185	2050	
789147	310194	2075	
3018446	246820	2680	
827646	239268	2528	
720788	190250	2594	
698308	230800	2441	
671279	233420	2333	
727882	227957	2546	
853005	246051	2384	
763799	233772	2351	
671435	212853	2404	
809049	254498	2601	
705321	197975	2387	
828060	264868	2478	
739005	219218	2381	
802651	236991	2208	
2391187	253165	2537	
1469799	309672	2832	
829975	261459	2584	
785127	210116	2472	
776499	227725	2569	
824176	273408	2666	
744660	202892	2524	
823687	206900	2368	
666706	214546	2450	
696750	254271	2600	
713807	220891	2469	
905548	219263	2476	
796995	232845	3979	
769668	207795	2441	
1045081	297880	2170	
774638	226085	2544	
689651	223393	2494	
735217	256750	2516	
869425	249285	2380	
838940	231542	2434	
866329	232517	2515	
656822	314398	2509	
721174	250186	2530	
739498	247115	2419	
774937	244261	2388	
745461	210785	2342	
739597	213248	2424	
753906	221540	2412	
760477	211682	2328	
848788	290102	2760	
854318	255247	2516	
1070983	266261	2272	
895659	273197	2660	
790497	209334	2639	
696142	258752	2462	
745143	224896	2423	
716369	214184	2336	
782137	222222	2560	
664155	230727	2509	
888393	270283	2496	
783051	244606	2325	
888233	231930	2458	
782345	213458	2524	
705254	251905	2411	
983194	256969	2520	
779553	248149	2458	
771175	301086	2666	
756457	230562	2529	
747073	228769	2354	
645430	206830	2249	
749333	230960	2539	
790420	317625	2757	
876426	240840	2653	
700246	314466	2613	
959378	295608	2047	
903365	261867	2472	
835249	271715	2504	
791800	229047	2579	
855698	238817	2588	
733965	207050	3041	
747957	322009	2668	
946000	323203	2076	
827205	235655	2440	
698022	240562	2419	
774871	229976	2431	
888574	225504	2462	
826773	220037	2439	
718199	207260	2371	
725658	246351	2376	
791104	199060	2382	
705468	224138	2394	
723764	245873	4011	
772467	216584	2431	
822552	254484	2642	
900523	407979	2273	
822772	247966	2539	
795033	233860	2479	
734791	276036	2492	
774759	315131	2094	
1090607	254883	2604	
830960	268205	2305	
752381	251006	2424	
821592	244113	2528	
838522	271526	2124	
768471	266128	2460	
764483	209826	2427	
713609	208979	2291	
776437	219656	2306	
729710	235134	2235	
1405697	314864	2762	
837584	296308	2176	
706096	240745	2546	
679077	222322	2464	
647633	258368	2496	
643463	308012	2624	
928279	198901	2339	
1128237	196663	2472	
811226	195552	2401	
765416	205642	2347	
852444	227914	2541	
854353	273158	2569	
810088	286993	2631	
857773	277682	2515	
848271	277940	2831	
727128	289846	2787	
848085	217747	2440	
847984	410820	2827	
826931	237068	2328	
708012	219990	2395	
671444	283473	2516	
739227	198233	2388	
986536	271257	2286	
747891	243370	2240	
855414	243027	2561	
778659	232893	2520	
819037	253111	2612	
744688	205582	2372	
675978	280094	2665	
666935	276230	2580	
664875	234112	2441	
928716	258585	2506	
749455	229161	2563	
854681	259343	2444	
732411	243467	2388	
930855	230956	2345	
715160	356283	2518	
827716	264329	2466	
868912	278008	2698	
705300	294294	2109	
817008	268254	2498	
802800	232214	2326	
748049	286565	2686	
876157	272312	2092	
773952	228357	2379	
751180	209292	2434	
703165	223120	2351	
668664	238122	2361	
670686	213697	2390	
733987	204991	2442	
1019127	390056	2236	
916980	264143	2159	
648547	227986	2473	
719730	301405	2127	
844838	230193	2675	
670355	334014	1997	
900891	239512	2463	
837875	280648	2560	
919522	308434	2616	
827832	235285	2419	
738799	330357	2744	
857289	240982	2425	
846358	222598	2513	
717755	218306	2496	
684111	285636	1955	
996622	227235	2286	
734583	234704	2409	
989861	271786	2821	
872498	281967	2529	
742418	240894	2457	
739450	216436	2300	
683983	221314	2300	
773208	246964	2373	
821411	210063	2372	
686372	212700	2257	
775329	237895	2335	
941897	277080	2565	
762053	229354	2477	
728941	210800	2262	
649596	270012	1900	
864632	351489	2557	
991176	266203	2462	
838104	236332	2479	
792535	272450	2465	
948094	234245	2628	
837030	246472	2462	
702836	211365	2284	
695541	274926	2087	
708220	200114	2322	
778321	274890	2549	
721288	228999	2336	
736833	305585	2849	
806255	201760	2350	
760014	229396	2507	
695261	262041	2636	
845653	238298	2700	
963345	340757	3127	
982176	307943	3189	
873724	286817	2091	
961003	273744	2850	
764546	259903	2522	
724680	234249	2427	
719500	246480	2360	
749456	218947	2470	
603590	209190	2364	
708082	214073	2382	
831497	273370	2239	
784820	253914	2510	
737256	232326	2464	
789531	244094	2236	
703728	311847	2891	
809000	233988	2371	
732681	244718	2249	
671442	251015	2389	
1225116	241132	2496	
975649	291738	2028	
747978	276266	1992	
683448	386024	2522	
818271	220667	2430	
778162	254317	2405	
727543	251749	2286	
691185	213191	2303	
745291	300153	2755	
801781	209417	2489	
746815	226048	2337	
1017270	232581	2492	
777749	202440	2406	
825941	250332	2323	
726587	217668	2371	
648731	236600	2343	
862643	222807	2553	
698115	277163	2746	
848737	243362	2482	
723084	312391	2543	
998780	271304	2714	
761092	273543	2519	
792262	232037	2355	
850511	219183	2399	
919931	242905	2391	
850332	304809	2492	
783884	287020	2779	
839004	265402	2610	
724829	232828	2523	
637940	217901	2534	
735679	229388	2538	
678586	243019	2228	
717211	246443	2324	
737086	260553	2522	
863204	275072	2602	
914926	274635	2602	
742750	209124	2476	
691451	394517	2026	
750665	218251	2471	
764747	290573	2056	
871669	318782	2728	
703870	221745	2496	
789637	275572	2794	
876990	213704	2488	
993008	313090	2051	
1199249	251973	2493	
812602	224160	2223	
891770	371229	2597	
685380	229247	2400	
752688	213449	2569	
773600	225581	2747	
919262	240253	2379	
884056	284375	2879	
906775	318990	2152	
816414	238603	2310	
956324	510111	2186	
937988	268655	2492	
770671	211931	2301	
827816	284897	2612	
765446	293711	2674	
839251	221472	2683	
770493	374365	2923	
1011657	309286	2688	
799300	278423	2113	
680847	236252	2457	
746781	326673	2572	
889208	291346	2661	
728982	311802	2642	
1090297	331991	2150	
974909	229751	2484	
900136	212215	2267	
812398	293754	2856	
885916	230115	2729	
857348	256065	2635	
726886	297211	2325	
837166	261742	2563	
898100	324631	2261	
821567	236811	2380	
981257	320004	2169	
812067	254368	2379	
719473	216937	2403	
934304	254777	2304	
958409	446737	2287	
857740	262104	2658	
823180	270563	2578	
911086	227497	2460	
754839	285492	2513	
826854	327623	2560	
907194	273409	2714	
810544	336126	2747	
831323	209303	2379	
708803	225403	2422	
643781	268771	2431	
729682	230525	2423	
789183	228383	2422	
739067	261795	2517	
926554	289750	2549	
854319	274694	2610	
752536	234200	2540	
762481	249227	2468	
944189	221800	2444	
823413	246517	2590	
743498	216986	2490	
678232	224499	2478	
808591	244830	2551	
778542	258634	2499	
958969	304575	2543	
823287	268428	2507	
778943	220370	2574	
902030	254423	2527	
771086	267018	2450	
767335	219924	2340	
890992	301945	2455	
925419	248585	2539	
845294	300992	2025	
894272	250851	2578	
810473	269806	2623	
889039	246266	2385	
770763	233300	2296	
910310	358781	2793	
857913	337675	2058	
905048	291644	2599	
1061080	357484	2672	
857306	300903	2643	
910361	366633	2058	
906246	294827	2089	
788865	235880	2480	
824915	344161	2008	
766840	241245	2438	
1018475	271596	2634	
853175	270302	2553	
804959	261120	2516	
813610	270777	2487	
797014	236366	2446	
809714	329695	2702	
965667	361997	2128	
789972	245606	2549	
726602	281784	2394	
870335	287284	1961	
827198	250422	2602	
794644	306533	2005	
930401	249838	2440	
922985	267590	2533	
746896	242065	2428	
903364	437729	2602	
979566	283200	2454	
895880	235116	2654	
890554	255573	2388	
784280	280865	2354	
932024	259516	2794	
1018378	232160	2461	
787933	494422	2619	
840596	280501	2593	
855974	386732	2723	
1172325	319975	2644	
911049	320240	2990	
978382	253159	2607	
756928	198247	2347	
709127	234049	2516	
760160	276533	2520	
763268	322258	2635	
767892	353915	2626	
712392	208619	2416	
745768	233446	2315	
777983	264609	2290	
844048	219114	2303	
981330	247021	2473	
779614	275530	2655	
835606	207480	2394	
680858	235692	2311	
884413	295268	2731	
873627	287326	2696	
1077124	278672	2421	
777740	286872	2631	
691013	286065	2616	
897272	204354	2644	
750578	238794	2486	
756050	243136	2335	
802395	311989	2723	
807594	393246	2575	
771167	245645	2660	
1374605	227900	2400	
713339	255916	2520	
701524	310826	2495	
842748	214494	2725	
738471	226786	2362	
688224	194521	2177	
709288	229305	2216	
847122	253877	2333	
706829	311357	2640	
896209	290855	2573	
872588	225140	2327	
869772	243506	2386	
780867	215470	2187	
872592	237788	2336	
796103	232104	2374	
692182	249718	2392	
687116	233939	2169	
803037	253676	2361	
861639	327397	2025	
807866	218288	2561	
840143	218669	2305	
980448	256473	9067	
940340	266265	2351	
1003461	278869	2624	
772145	202150	2371	
813766	341429	2438	
824469	212515	2514	
671098	217840	2383	
679814	251873	2399	
755759	226404	2220	
751925	220543	2218	
848285	273247	2441	
725581	242855	2363	
724671	206171	2204	
868582	285828	2528	
768870	239657	2296	
1063894	291418	2957	
962136	289293	2662	
864132	294807	2024	
856735	249407	2373	
887085	353633	2411	
943879	276878	2203	
849037	310680	2232	
888467	376594	2190	
861220	255218	2164	
946845	284438	2186	
782785	302561	2282	
861720	295680	2037	
898576	273273	2115	
898186	252762	2068	
873447	260994	2343	
771071	315210	7454	
835949	314506	2371	
993160	275188	2288	
880178	259620	2244	
838512	260394	2132	
874090	298618	2254	
938988	265734	2489	
838275	260384	2246	
836915	249760	2232	
975091	313538	2303	
827504	324426	2348	
867220	281347	2330	
867771	272843	2411	
987085	327899	2382	
1038505	294341	2637	
908335	292590	2370	
813903	281225	2142	
891909	318553	2282	
979813	330022	2661	
969036	326686	2282	
941440	299659	2369	
843412	290700	2185	
764645	245997	2697	
766312	222033	2569	
728929	218277	2305	
686124	218733	2439	
809371	386500	2742	
740952	256555	2517	
846151	260233	2605	
707543	314999	2231	
800834	225128	2670	
981089	312213	2285	
808093	226855	2488	
890175	236962	2502	
955541	354669	2679	
873123	246761	2531	
825404	249296	2471	
997739	283999	2187	
965207	288848	2034	
861645	239421	2464	
1146467	223884	2475	
963645	234284	2695	
796262	208994	2376	
815071	233777	2409	
745443	311804	2652	
721694	239950	2341	
805764	240790	2497	
744262	305392	2594	
695436	205575	2312	
799781	250428	2370	
678621	237752	2465	
843036	221615	2537	
705136	215454	2348	
805769	268440	2377	
895123	295006	2595	
842336	200009	2473	
964443	207882	2513	
1229416	267259	2524	
704603	203330	2381	
765231	243386	2437	
744668	230532	2345	
780382	268893	2611	
678418	226616	2420	
645269	194371	2308	
818448	256608	2374	
741520	231831	2351	
749017	259185	2345	
737778	225353	2311	
766523	333078	2540	
908891	302782	2563	
916900	300591	2572	
835831	256665	2450	
850010	300203	2695	
798942	349170	1974	
842233	291823	2619	
756302	285462	2533	
779936	227006	2430	
839554	251717	2363	
693396	207923	2188	
716963	275363	2419	
694394	340819	2569	
789912	229530	2693	
993017	284577	2411	
856303	272384	2618	
843981	298340	2438	
737978	259571	2503	
957550	313788	2582	
844477	246233	2451	
714309	245756	2223	
864486	288094	2589	
749976	269629	2456	
889691	295153	2621	
770214	246497	2472	
924346	240692	2208	
698765	247672	2510	
744924	249932	2452	
733895	298632	1998	
764239	251394	2368	
906928	281183	2549	
855893	239965	2372	
811402	223992	2385	
685014	212588	2276	
733296	209087	2208	
932381	285829	2394	
763634	260329	2517	
761481	240194	2193	
835096	252423	2439	
726624	238198	2206	
846359	220885	2342	
1096206	278379	2584	
760683	253379	2376	
863481	286603	2537	
740707	260851	2833	
784722	239909	2641	
739049	249031	2458	
838526	232068	2247	
749267	207221	2305	
961561	271722	2409	
721566	253336	2297	
810190	209201	2333	
785228	251260	2409	
753051	198217	2316	
947408	294778	2142	
767082	284612	2545	
804442	252988	2494	
871732	333652	1982	
773547	265360	2330	
891414	272185	2482	
725355	215734	2281	
711356	246962	2295	
736451	200859	2546	
680212	269055	2337	
1026927	278616	2490	
749452	233143	2438	
983176	323286	2406	
742929	275761	2487	
990955	307185	2038	
891082	254507	2371	
794360	292425	2620	
735273	265319	2630	
836525	229942	2427	
730758	241693	2456	
929559	245558	2433	
915147	220338	2501	
753576	236373	2446	
904117	372667	2448	
760765	298870	2008	
787307	219216	2278	
806089	234797	2363	
750683	280079	1865	
991306	321206	2634	
780834	243383	2313	
754244	235832	2246	
963424	226474	2222	
747816	230118	2323	
885197	241577	2430	
713609	230704	2636	
746050	273296	2567	
955721	279214	2559	
880807	247866	2494	
810153	298784	2537	
989883	300109	2631	
839417	230301	2461	
719128	208206	2341	
702890	215318	2369	
784561	238131	2731	
747715	283606	2558	
1001737	292295	2676	
889610	287380	2060	
917209	256075	2427	
787030	307065	2543	
959460	241449	2442	
907756	289540	2012	
945229	298933	1933	
884121	234159	2557	
788617	246212	2402	
945510	287807	2629	
915942	266065	2526	
745811	254574	2511	
748606	239538	2385	
1026995	256679	2407	
812963	322116	2598	
742643	291889	2582	
761929	294982	2644	
793113	248802	2424	
785395	231106	2464	
715067	249486	2446	
862477	238784	2552	
980589	264110	2505	
947301	285276	2613	
692401	242058	2423	
716398	275693	2749	
1012366	320882	2607	
768626	236291	2588	
742391	209360	2351	
703646	236586	2409	
835577	237655	2400	
742261	244806	2496	
875013	283433	2531	
831423	336699	2776	
808961	276611	2592	
915363	231456	2477	
762673	322982	2639	
847110	479010	2496	
755315	248755	2605	
884998	257319	2520	
722292	216909	2463	
683058	270017	2432	
816654	260480	9135	
755563	291119	2691	
871586	216341	2592	
1037283	283524	2586	
694637	248149	2574	
751667	228203	2461	
812293	235490	2423	
900886	287543	2590	
816346	334040	2167	
892529	265432	2589	
744598	240163	2499	
862660	237741	2575	
860209	281113	2606	
769687	278865	2477	
779946	244419	2486	
743699	215003	2467	
815667	305250	2463	
780633	239553	2480	
788049	231992	2480	
744548	226447	2403	
767074	230769	2392	
709774	344001	2482	
935675	213675	2413	
858435	222617	2352	
881706	232361	2293	
837181	392007	2336	
711520	306989	2490	
725463	261477	2450	
948814	245314	2526	
701714	271597	2500	
806847	296909	2634	
874191	287394	2420	
894827	302813	2285	
1008320	328994	2623	
906450	389660	2582	
993648	257111	2359	
1113672	249773	2487	
662525	301260	2593	
933191	238540	2380	
733132	217537	2374	
829426	262949	2521	
1015854	292285	2584	
844576	222401	2580	
762796	228244	5799	
867452	278283	2585	
2138330	285675	2896	
698463	218567	2594	
882148	210240	2436	
679780	306323	2683	
675676	235525	2865	
690039	203174	2469	
630735	250095	2384	
771040	239622	2683	
794114	247689	2694	
711745	307928	2108	
