3348439	903215	2292523	3343	7704	1670576	
3078930	901881	2912232	3487	6897	1858990	
3179162	755724	2630236	3903	8589	1631176	
5433499	817272	2831566	3666	6261	1508899	
3201616	821763	2387570	4749	8184	1607921	
3978148	995605	2542513	3606	7383	1584711	
3265423	855099	2512072	3535	6519	1836240	
3316587	821253	2546942	3725	7148	1525782	
5880423	855525	2534506	3632	5646	1774662	
3160852	854873	2635201	3676	12929	1587083	
3601809	893316	2470399	4264	8455	1752220	
3266355	836769	2402801	3599	7912	1643590	
5867433	830010	2352331	4263	31660	1577053	
6675053	843810	2576631	3401	7134	1601013	
3151278	759413	2440879	4283	8419	1607253	
3382733	909679	2757451	9426	10926	1987141	
3754872	985520	2678162	5040	7729	1655379	
3758683	895382	2362904	3525	8174	1872426	
5780389	1002540	2486324	5872	11658	1904408	
3526892	1031830	2859631	3734	9867	1747212	
4254963	845034	2813535	5044	39952	2051041	
3353060	936584	2405044	3746	13648	2360586	
3347593	943830	2555795	3498	8008	1709176	
5600223	946968	2280421	3770	8476	1670238	
3450107	927968	2468674	4742	7457	1739237	
3242217	994927	2845931	3772	8364	1761080	
3519636	827017	2436849	3611	7849	1678961	
3249289	863106	2448534	4583	10966	1423511	
5909764	857709	2509195	3765	7222	1695565	
3135884	880344	2580759	22511	6708	1400776	
3284609	888408	2427988	4261	7710	1789435	
3556541	930818	2727347	3906	8065	1627384	
3224876	879772	2261836	3686	7524	1716413	
5796256	921591	2575539	4351	6709	1729749	
3479465	779215	2405550	4329	7235	1655869	
3331070	743166	2420263	3665	7716	1651084	
3343753	831520	2308686	3890	28209	1760951	
3725880	892366	2513080	4023	8181	1657267	
5709248	778608	2270384	3809	7573	1529692	
3544785	1167941	2644405	3709	8751	1677402	
3325136	926600	2603211	3723	7801	1670014	
3761952	933803	2717018	4407	13891	1692022	
6177655	945454	2442339	3942	6235	1643324	
5865486	875186	2700237	4203	7905	1579418	
3890373	948402	2638878	3841	7364	1759108	
3247109	829496	2639267	4527	7305	1518224	
3636215	978302	2763353	3727	6994	1744773	
3334250	1128985	2763265	4102	7882	1876071	
5879016	973478	2367788	3795	8733	1679284	
3474118	783311	2472350	3812	7786	1630119	
3440975	897075	2509410	4252	22938	1543470	
3398728	900117	2632215	3964	8029	1527804	
3341483	1011718	2503159	4012	6959	1870649	
6098124	855849	2737798	4097	7404	1714297	
3466994	902776	2753528	3797	10769	1863497	
3432676	1032759	2409534	4245	7322	1562712	
3225132	904024	2574501	3718	8924	2697376	
3357191	915624	2463189	4177	8402	1605766	
6647515	913388	2421384	4504	7483	1585722	
3467554	861053	2511488	4816	8361	1523235	
3480475	880359	2596859	4113	8650	1500734	
3478968	890110	2541841	3566	6720	1617498	
3352998	898127	2421120	4256	8386	1764040	
6012410	948653	2705002	3741	7408	1568549	
3402611	1158965	2429440	3891	7809	1713399	
3334968	922049	2588302	3936	6570	1554204	
3693414	1037897	2382051	3783	7919	1681268	
3626767	976069	2602522	3851	8422	1608219	
6199768	892075	2644098	3746	7507	1725125	
3457622	912613	2395600	4254	7688	1614952	
3222504	863939	2578710	3893	8949	1858727	
3327271	831963	2628647	3893	6946	1601550	
6218501	926383	2471042	4398	7538	1669888	
6513823	913830	2815905	4685	7804	1719150	
3248129	862926	2297126	3467	7268	1665325	
3620126	961485	2577586	3527	7037	1608279	
3406524	1016499	2553082	4441	10586	1826159	
3362766	854231	2676190	4064	8216	1690556	
5903414	995953	2536881	4158	8417	1857339	
3345722	927250	2493409	4283	7406	1658902	
3791761	922783	2627126	4276	8280	1695607	
3466051	845788	2369679	3540	22107	1755944	
3476870	814255	2445106	3985	7204	1709014	
6072143	980997	2708210	3508	12969	1711335	
3392707	935831	2595847	4439	7104	1511094	
3405939	989924	2750739	3700	12836	1596248	
3565056	1019404	2553480	3599	7746	1804312	
3297269	822002	2780042	4191	7505	1669267	
5785883	892491	2423865	3974	10101	1735934	
3733969	833955	2725169	3941	7025	1757629	
3427364	993316	2679370	3817	8946	1740634	
5379112	962216	2791012	3847	14106	1579301	
3494132	816826	2765987	4253	8030	1617345	
6653125	959326	2676508	4199	10024	1927609	
3711688	1011804	2537351	4178	8135	1702590	
3401150	883188	2450879	3518	7980	1728748	
3589150	780450	2514726	3518	9027	1546036	
3673399	851171	2590591	3653	7293	1807536	
6438479	778594	2424550	3666	6971	1684328	
3816483	899077	2362931	4102	7785	1709349	
3362650	899935	2746593	4080	8978	1667747	
3409504	966592	2556825	4240	10248	1770953	
6386993	1002782	2937275	4846	7671	1778530	
7215602	839356	2694577	3892	33477	1695682	
3498659	898161	2415800	4022	7622	1562979	
3333843	873609	2421349	3799	8307	1644984	
3741156	1389779	2904776	4126	8241	1657667	
3427221	919121	2569300	4580	8025	1471234	
9217462	912186	2596431	4361	9035	2025435	
3423891	838691	2912430	3863	9252	1672015	
3177461	973807	2763891	6394	7783	1800591	
3239757	987446	2853330	3626	8287	1686066	
3841459	1020957	2638642	3657	7571	2249768	
6962698	955163	2622900	6810	9989	1770645	
3632699	933582	2701128	4174	7932	1641649	
3407759	851068	2555033	3977	9369	1562045	
3448503	825211	2396100	4548	7983	1605939	
3731535	936412	2599463	3553	8040	1985273	
6693089	856450	2636101	3790	7333	1753217	
3508087	963696	2622718	3955	7163	1611528	
3279565	798535	2493599	3885	7700	1814244	
3376786	843650	2490825	3676	7473	1742460	
3356205	881892	2365371	3603	38676	1621785	
6851863	858072	2418670	4275	27177	1756734	
3413138	935970	3116252	3480	7394	1705570	
3481244	930751	2424435	4571	8048	1697520	
3602421	864563	2485449	3786	10530	1870039	
3562920	984006	2440249	7377	8523	1691206	
6155879	878155	2627379	5062	11685	1901819	
3291677	894411	2756197	3847	8992	1659768	
3563952	946841	2587747	3266	12016	1566369	
3493421	986783	2530012	4482	7786	1889677	
5854601	792505	2564390	4086	8549	1851996	
7539713	820519	2642630	6445	8875	1912897	
3399601	857354	2539359	6914	10602	1758117	
3573834	901925	2714352	4012	7240	1616170	
3106871	815857	2356195	6478	8337	2360235	
3350908	849772	2892723	3284	7147	1563238	
12838106	987431	2635653	3769	9366	1783148	
3378225	992241	2695779	4770	9350	1746188	
3173927	953689	2435345	3727	25117	1748697	
3410548	960164	2377704	3496	8458	1678874	
3413106	1025733	2528739	4623	7562	1534825	
6429681	944324	2380216	3567	10967	1591885	
3506228	1109151	2634597	3469	8792	1644410	
3322562	952917	2591488	3688	8582	1895704	
3609491	921210	2595377	4320	8302	1797048	
3477315	976145	3056605	3541	9656	1558895	
6720612	954824	2358553	4066	9372	1711705	
3394673	871310	2453423	6697	8240	1644171	
3184928	1037728	2619317	5729	14201	1705353	
3334886	817805	2402220	4287	7584	1634411	
3494621	861678	2735521	6811	8200	1582999	
5795769	790324	2269170	4394	9231	1498864	
3287349	895441	2621817	5540	16209	1725701	
3111768	973242	2709265	5814	8689	1461768	
3522200	774890	2538010	6551	8021	1727466	
3533997	997316	2706976	4305	8911	1787588	
6252324	1045050	2426534	4703	7714	1755540	
3581073	892968	2608048	3639	8435	1653572	
3246744	902534	2415181	5672	8911	1621381	
3736320	863284	2506659	4434	9065	1605631	
6192960	811541	2522605	6240	11875	1502010	
5947948	879280	2324046	3499	10630	1535209	
3708234	900579	2507334	4084	9105	1549888	
3201722	886503	2575285	4367	8466	1600529	
3464223	859896	2660153	3820	8086	1700048	
3366918	959201	2851364	3738	8680	2647579	
5950550	890386	2574216	4733	9724	1511173	
3396651	1020977	2630777	4361	10065	1922332	
3293174	947315	2558545	6712	8385	1701807	
3504621	1023354	2830277	3829	10547	1788795	
3507667	987248	2613164	4445	6807	1782549	
6307757	898481	2445604	4204	9579	1729902	
3238051	909157	2649921	7301	7658	1564642	
3233372	973547	2684265	9174	7840	1536313	
3705612	966268	2698384	3663	9251	1728048	
