Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v2/mtpt/zzzTemp.txt : len : 10000 loops : 1000
WRITE	FSYNC	READ
2791522	986035		
2960782	1028894		
3385129	986880		
2648055	873414		
2712082	786300		
4033770	885516		
2964558	781355		
2571777	854378		
2946833	882932		
2766098	810698		
2893932	772797		
2874993	1117771		
2793135	774914		
2498746	912338		
2546850	877171		
2775122	800549		
3111917	865060		
2795881	858625		
2593727	848712		
2789090	1021646		
2647709	848146		
2664008	824393		
2521818	752291		
2785153	829702		
2925861	813160		
2600545	891240		
2883880	770734		
2697590	888630		
2611836	806889		
2578171	1048773		
2874639	891705		
2667571	826779		
2831387	824169		
2678604	825556		
2727770	747331		
2774622	941182		
2761509	733368		
2463424	901913		
2544468	776717		
2577384	832751		
2626263	779880		
2886703	839517		
2491244	690571		
2709491	1023044		
2934159	930436		
2714048	858354		
2464006	816605		
3014185	849989		
2704225	750441		
3016261	878555		
2850295	860597		
2679692	784579		
2521100	841094		
2548219	788124		
2655299	858577		
2932796	876387		
2729068	933893		
2765544	805963		
2613204	949948		
2722757	723457		
2783927	773908		
2880127	884803		
2850105	835140		
2500362	808354		
2869851	842470		
2651981	773019		
2949556	771401		
2490566	881198		
2711639	894140		
2969019	948174		
3167535	881186		
2533149	838923		
2936137	879935		
2871328	935575		
3028693	835572		
2447939	982590		
2741500	712680		
2690320	843960		
2694924	963767		
3214004	885114		
2952109	839548		
2624973	771326		
2824703	812434		
4891636	813830		
2575221	781428		
2715611	862187		
2701748	838129		
2715674	794404		
2880522	1560445		
2443012	803426		
2422900	990474		
2612776	842692		
2934038	1171078		
2477025	732839		
2712833	922621		
3198579	894754		
2706873	871418		
3066744	834668		
2678082	727017		
2805425	828125		
2604221	886184		
2539809	818003		
2555991	943307		
2911826	810137		
2502932	891474		
2624584	800994		
2637609	866270		
2619360	803556		
2918513	854576		
2785144	829856		
2780432	893433		
2639737	827617		
2554893	763928		
2533842	761817		
2935473	945503		
2741284	759166		
2540424	779645		
2860523	809553		
2789308	777703		
2733003	918558		
2372151	853836		
2690263	689945		
2515315	922959		
2505441	720082		
2580061	865907		
2386431	745183		
2630459	878361		
2606236	884667		
2552896	801153		
2777408	852555		
2501282	885400		
2767393	826280		
2518071	893045		
2995408	1041749		
3209255	1117892		
2596070	864305		
2920544	772940		
2684302	857901		
2814789	3085618		
2983539	1003199		
2808549	1116951		
2645385	846868		
2682093	778702		
2529420	801600		
2607569	891891		
2827462	793016		
2793697	717377		
2876672	946853		
2810172	925004		
2718670	924226		
5078113	864768		
2651584	859714		
2791813	1019217		
2794577	884303		
3140843	856418		
2579651	806490		
2739689	781622		
2855524	817913		
2588305	822494		
2737453	855287		
2845021	981314		
2729174	726099		
6028501	930228		
2735969	878351		
2801181	930707		
2805924	889958		
2828945	1044906		
3043635	946970		
2781473	1005168		
2636653	778386		
3818980	1334447		
2792464	949947		
2502173	814096		
2629830	820309		
3200093	932376		
2851223	816628		
2761963	1004521		
2783102	924178		
2697635	893469		
2694840	977321		
2745913	671801		
2689224	791367		
2947380	819113		
3039515	896052		
2445735	688675		
2531838	823693		
2845557	885570		
2684189	804204		
2527053	811522		
2884871	692320		
2502059	777849		
2626138	804812		
2744521	973441		
5038975	1070434		
2662640	755514		
2662135	915113		
2842732	743234		
2817135	817442		
2654869	926361		
2701625	1035534		
2876654	833956		
2442753	819453		
2811508	845711		
2951512	855350		
3066365	896019		
2640348	863536		
2639418	858687		
2759891	958300		
2754076	866120		
2882909	888531		
2865812	800877		
3088709	856391		
2629826	734946		
2377125	881346		
2481734	783312		
2906180	913158		
2761505	895765		
2664551	785527		
2628529	802154		
2600397	850865		
2677742	876513		
2706146	861110		
2925865	848706		
2899001	1000390		
2744817	852434		
2396769	742056		
2662282	788754		
2690211	836008		
2832509	933418		
2645209	884646		
2449538	873521		
2908908	991813		
2776259	801609		
2837636	1061377		
2718593	827906		
2846178	926790		
2617318	829560		
2903151	863105		
2758655	847543		
2778150	955254		
2659776	879482		
2796739	817111		
2754831	799969		
2684574	830006		
2630604	824195		
2546313	840360		
3195502	930740		
2662801	1083758		
2833199	800294		
2865563	893763		
2543099	896383		
2570810	889785		
3127014	832111		
2994908	822937		
2526127	808608		
2567689	909619		
2878173	882277		
2841170	890322		
3100147	858315		
2901992	862261		
2710989	774637		
2819351	848911		
2783326	775580		
2583803	731446		
2700589	860670		
2546062	862081		
2661636	828772		
2785125	726474		
2829353	693032		
2730270	909285		
2878139	798128		
2465763	761280		
2506437	735848		
2637403	999809		
5242189	873878		
2903208	820756		
2865826	922369		
2953696	909465		
16319668	876216		
3119558	899805		
2753416	854750		
2817775	842581		
2913036	939260		
3172069	847094		
2814973	968608		
5345755	787077		
2529065	727201		
2617342	828131		
2376676	783982		
2372048	784477		
2661724	886732		
2532350	926545		
2555487	822469		
2537506	827528		
2959372	778771		
2540462	794962		
2842593	994125		
2444300	734312		
2637776	867910		
2571843	886634		
2386538	815663		
2717344	870735		
2538827	950132		
2621585	1015068		
2589044	798082		
2595198	962316		
2697223	798355		
2433410	922848		
2657013	879101		
2580201	863746		
2872884	793586		
2769559	884911		
2784154	972410		
2773505	701177		
2960887	852553		
2804223	896638		
3590784	992338		
3082017	875528		
16290523	975598		
2851061	866958		
16801372	989720		
2909647	831894		
3152433	983802		
6038574	1057279		
2967918	882683		
3079121	1023762		
3013910	958189		
3123003	898760		
2904536	1034284		
2956374	980242		
3099508	809260		
2898469	960665		
2764152	874986		
2747325	821384		
2790038	806889		
2550466	899843		
2641508	909290		
2719642	970129		
4992299	989853		
2818405	838788		
2664767	819829		
2812280	841894		
2417062	784717		
2525183	1104992		
2421198	958829		
2406452	776658		
2498004	700132		
2670424	952206		
2538653	794727		
2274047	775395		
2524392	777994		
2421434	689151		
2740637	800897		
2946018	790317		
2529181	796273		
2306556	673197		
2711405	849712		
2576977	762203		
2483032	844526		
2190384	736878		
2608759	901211		
2910224	844037		
2927593	813410		
2658636	812429		
2630399	796887		
2588048	905380		
2575622	802872		
2412374	908036		
2551572	937766		
2583773	860071		
2708119	754817		
2551471	784930		
2682205	758488		
2543335	858892		
2692361	811267		
2507889	737324		
2755000	843360		
2228466	847051		
2567142	959692		
2782268	765597		
2451568	768150		
2625009	864943		
2706151	866874		
2511639	947531		
2741581	932531		
2585459	905985		
2578652	966599		
2965792	1041723		
3138371	1014150		
2699591	811857		
2576505	4062202		
3363325	907152		
3046679	994035		
2843576	825026		
16499231	948050		
2727379	912498		
2980003	893179		
3005594	875671		
2641473	779310		
3203644	889255		
14815515	1067011		
2864552	985326		
2766336	927107		
3218182	885147		
16383172	921607		
16744662	1023996		
3175820	1059301		
2961300	866728		
2798479	970019		
2958477	1006175		
2789824	840989		
2864481	905239		
3193376	873579		
2946497	891851		
2852517	927715		
2644943	892468		
2789822	883311		
16254039	974945		
2973241	937983		
2915618	790034		
2864200	815522		
2992652	1017090		
3028995	919821		
3116500	897050		
3008317	907615		
2995305	749786		
2829113	1030609		
2912529	969342		
2947515	924910		
2841080	925362		
3128030	1136989		
16408821	1473422		
2832653	964066		
2664100	939535		
2935922	906903		
16041064	907306		
2935867	1099792		
2643067	911965		
3020351	966454		
3118464	923494		
2845707	860414		
2805061	996405		
3011007	924390		
2667102	951216		
2760164	781953		
3039192	956544		
2894683	859403		
2870510	785532		
2787188	1104099		
2577028	680024		
16801028	952443		
2838296	14648016		
2838797	898436		
3089925	888223		
3265706	886271		
2758979	965751		
3410547	1052911		
3034127	926552		
2813498	886080		
2905775	879709		
3707041	870915		
2927482	949858		
3011523	875766		
2770702	869468		
2722750	935705		
2877834	859730		
2811217	894447		
2831264	920642		
2702603	795568		
2924676	909156		
2899056	866330		
2876626	1088775		
2946690	829103		
2899939	975516		
3008556	880234		
3038849	884874		
3000631	900015		
2816249	885915		
2863320	924672		
2966283	879513		
3237583	941870		
2803976	865795		
3131914	985317		
2920900	860591		
3242223	1352139		
2983405	896240		
3041057	994983		
2814670	1011803		
7827430	980822		
2655274	808814		
2801959	1119384		
2536779	775667		
2792362	942954		
2767462	740122		
2531023	858922		
2479122	802073		
2511573	785604		
2594819	1016689		
4953323	780098		
2775577	703528		
2610507	849497		
2617057	789108		
2725491	886171		
2904321	839527		
2774647	812519		
2585613	687406		
2812267	902204		
2498454	929417		
2476866	786694		
2753364	868470		
2444798	802729		
3100759	875385		
2526654	914650		
2550399	813693		
2945874	1042309		
3536836	844038		
3021016	938465		
2798967	904401		
2505903	781352		
2960734	736215		
2668511	755985		
2535697	1186618		
2648916	854005		
2502636	1019549		
2752224	714158		
2730511	678307		
2943995	857790		
2480493	3092884		
2547958	813230		
2721974	964460		
2401383	686206		
2696767	956790		
2504518	750433		
2790393	825380		
3454694	831714		
2588919	1089517		
2414739	837454		
2581618	915886		
2705678	749971		
2251885	762280		
2791140	929242		
2563642	806594		
2493965	839300		
2747427	859165		
2495370	946478		
2799735	829679		
2768695	889039		
2649816	893653		
2632597	854826		
2794479	844976		
2587390	715008		
2671721	9489812		
3197852	821645		
2836508	871157		
3094794	930674		
2656513	894888		
2802496	909873		
2601259	913173		
2877185	878120		
2859794	783097		
2502841	952265		
5268895	836717		
2729199	861782		
2981657	839972		
2796150	943565		
2722346	810783		
2470635	807472		
2608021	839027		
3030496	814307		
2603590	859091		
2718792	900699		
2702060	874816		
2704065	1041220		
2630054	882492		
2611770	816655		
2463376	798410		
2560912	855635		
2582158	763237		
2801090	977410		
2689259	814866		
2540478	859305		
2444855	983926		
2820401	841201		
2757127	875992		
2863751	950635		
2520518	796706		
2568369	765733		
3010707	882601		
2724071	842174		
2925630	1243906		
2650574	757620		
2788561	911210		
3138074	843802		
3685598	767125		
2629793	820706		
2884157	884610		
2698033	720109		
2705930	854753		
2808648	820466		
2946079	902059		
2559104	1145299		
2697768	3109032		
3225397	880398		
3057455	876006		
2901890	757811		
2809295	944665		
3491867	827438		
2894564	1160115		
2658267	823416		
2919779	939702		
2776151	806617		
2597477	905026		
2678255	827495		
2903109	826254		
2436246	922341		
2845886	896759		
2669390	764630		
2684914	790507		
2686215	729551		
3048952	891397		
2633552	935127		
2757516	780649		
2625923	874667		
2767208	780770		
2874272	916111		
3034316	848067		
3516174	904337		
2719247	860597		
2790028	778531		
2789153	1009337		
2771228	743135		
2768785	886284		
2963492	712483		
2665893	787968		
2737179	836430		
2994205	804134		
2869721	876152		
2695108	937185		
2797694	920646		
2709862	840003		
2821676	969444		
2731228	922093		
2568249	835497		
2681848	821492		
2523025	722798		
2689278	1051478		
5262586	857572		
3156755	861954		
2891775	894958		
2736486	955867		
2979986	862622		
2794462	863365		
2731969	835941		
2776287	917839		
2693825	821140		
2477652	784660		
2593564	886395		
2782819	966274		
2955865	856554		
2705466	832196		
2869007	809568		
2777324	956577		
2812641	944095		
3043192	855641		
2935654	847407		
2680448	963365		
2816432	702960		
2992959	879411		
2872454	664861		
2617108	960485		
2399894	754154		
2402825	769974		
2393562	901132		
2541794	749113		
2655271	839866		
2675846	896012		
2633172	886976		
2631686	734957		
2521389	970211		
2743424	800183		
2800804	1466321		
2693677	801220		
2597828	664676		
2571383	767089		
2497126	884963		
2595354	764903		
3198829	773377		
2491062	761230		
2878045	815388		
2813774	771076		
2499030	870789		
2682669	887850		
2555484	840845		
2488666	712180		
2764684	837173		
3197902	770777		
2768866	1101934		
2942865	914560		
3155886	870263		
3055480	926650		
2874066	790251		
2905032	866417		
2650480	924432		
2899434	1036460		
2733352	892282		
2798608	777775		
2747368	823550		
2575466	893720		
2640902	890283		
2470711	840679		
2730305	904057		
2529053	760838		
2619746	756966		
2580384	855494		
2829765	888576		
2639508	893990		
2494308	876052		
2601571	850891		
2752825	880253		
2660655	916393		
2457133	918257		
2648717	839174		
2827991	853032		
2684979	875380		
2519852	985226		
2643923	801989		
2575186	845236		
2604598	809666		
2520388	852295		
2743356	847411		
2471388	811253		
2648079	840892		
2572146	691142		
2762608	954630		
2690762	899349		
2786193	950756		
2404891	784940		
2516905	763069		
2630594	837794		
2853091	746220		
2503744	963563		
2626450	762886		
2763518	848319		
2602747	721142		
2563394	858592		
2786249	818084		
2854855	868200		
2664532	829496		
2458457	694622		
2937521	896339		
2985342	843899		
2525080	1023753		
2572732	830918		
2617995	778303		
2619011	918483		
2704904	815327		
2711684	796891		
2877145	913825		
2693929	774316		
2592514	908302		
2791014	861747		
2950435	992996		
2743350	851513		
2566936	864670		
2681419	832442		
2587306	764509		
2602682	842568		
3078312	893199		
2666378	3129245		
2794860	839079		
2581152	901899		
2783734	780328		
2703936	846545		
2579066	879652		
2624081	776919		
2517688	813584		
2757073	818392		
2859202	976906		
2556609	803389		
2557748	895797		
2684483	788143		
2569731	816283		
2578381	820121		
2644409	854436		
2358131	822653		
2583122	841545		
2366062	720713		
2549082	870423		
2373997	916744		
2740826	868604		
2608554	793295		
2435937	790992		
2518605	830824		
2592449	806498		
2441810	815967		
2590750	1172644		
2603541	737282		
2726985	916080		
2557128	870770		
2678508	1488774		
2516053	727234		
2475316	766857		
2875517	809128		
2364071	908163		
2502085	931740		
3448888	881559		
2763664	887991		
3273996	789524		
2716580	856760		
16356317	716169		
2785029	802829		
2717584	817226		
2684910	742107		
2606908	811353		
2669494	754788		
2862748	822026		
2799174	967422		
2862387	1008721		
2658637	886731		
2603909	867902		
2427262	836439		
2708080	886550		
2753766	755952		
2475805	764436		
2917800	915261		
2598390	864120		
2690481	930687		
2633126	944425		
2917323	734493		
2454198	857128		
2660695	779999		
2705431	948727		
2849561	877281		
2741785	760160		
3499506	967080		
3033269	1069539		
2749702	809909		
2727750	776778		
2904727	721052		
2633620	831225		
2987007	888293		
2536768	771770		
2659591	785898		
2711105	831406		
2647470	852297		
2612491	680724		
2484722	789140		
2530138	717990		
2384800	888336		
2597309	878040		
2687881	954194		
2922326	886671		
2720021	960264		
2755791	799284		
2678625	884407		
4993858	807106		
3005913	884630		
2898839	815002		
2673168	816672		
2735495	1734586		
2895082	952460		
2770906	905932		
2900732	1055499		
2731060	719462		
3274355	784267		
2769623	766771		
2299941	767902		
2328288	833234		
2607168	767474		
3113816	868439		
3037592	811369		
2771553	830739		
2652775	877404		
2667549	815640		
2596741	1042745		
2792578	744604		
2726301	752290		
2303797	776448		
2535445	700561		
2459689	816302		
2423066	810277		
2530956	874730		
2751057	846311		
2593010	853596		
2562680	772256		
2688752	769013		
2506071	753083		
2570742	767614		
2571526	838732		
2837607	962470		
2797438	955838		
2522599	851394		
2559662	978247		
2540826	907971		
2599945	779326		
2497749	743686		
2542346	829356		
2778041	720510		
2554042	772525		
2860279	863458		
2604669	760889		
2510658	756595		
2742558	742000		
2304275	857203		
2631171	940217		
2637326	779000		
2868429	756912		
2644461	791547		
2731056	874848		
2622019	816568		
3364725	808080		
2520309	758152		
2897842	795556		
2696516	740767		
2887673	801845		
2566832	778891		
2546547	907686		
2659954	836979		
2733953	787288		
2666853	761529		
2517125	890639		
2567073	839543		
2678101	936790		
2420536	832628		
2499505	754560		
2672115	820003		
2728915	719437		
2587639	851081		
2413910	709145		
