Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v2/mtpt/zzzTemp.txt : len : 40000 loops : 1000
WRITE	FSYNC	READ
9438144	956109		
9636068	885855		
9489679	882759		
8864587	906028		
9741995	936542		
9098673	1001313		
10887398	780661		
9323140	961864		
8698458	921748		
8659731	944140		
9277166	878199		
8246315	794349		
12106110	866207		
8710533	861642		
8961266	929030		
9318532	895537		
11911588	900223		
11305864	946985		
9296739	860845		
9341233	963348		
8826695	749733		
9172765	875482		
8957362	866686		
9069036	952115		
9912932	912593		
9875075	766087		
9105342	834911		
9892933	1010990		
9513569	849762		
9715813	817512		
8972165	901346		
11460118	827720		
9508414	804918		
8993474	904579		
8555587	856473		
9029988	831394		
10108315	917280		
9471530	927731		
8749456	851176		
8845870	878409		
9605324	785992		
9318225	796126		
8854602	856881		
9143804	784309		
9242501	841584		
8910772	758734		
8800746	842878		
9336014	814383		
9544115	890020		
9456766	820392		
9175899	875887		
9575089	830942		
8605227	1051217		
9042947	761235		
9529749	915236		
9553949	775192		
8608621	823805		
9535092	708348		
9503054	829446		
9275361	904190		
9241124	985851		
9332567	867779		
8920909	765379		
10320692	997992		
9031521	780193		
9220376	844286		
9734119	725273		
9119364	876152		
9132935	790799		
8815774	834565		
8876405	910480		
9720555	805352		
9619632	708981		
9599982	917368		
9518421	1088305		
9318102	854263		
8885233	823885		
9556760	945646		
9609120	963879		
8933899	855144		
9350079	837812		
8968400	940922		
9418175	847142		
8891310	841188		
9244408	762417		
8545336	796811		
26873636	783582		
21381476	848675		
8443960	923158		
9149156	897661		
9065070	864840		
8889352	917183		
8725383	806427		
8828476	855421		
8370995	779460		
8995912	856425		
9399351	923524		
8653011	911139		
9156193	800767		
8553760	840893		
8528805	794453		
8743020	787301		
9351418	851097		
8714269	769196		
13657021	803550		
11119000	971852		
9379398	789831		
9385562	798474		
8921031	937309		
8659772	872895		
8788163	723218		
8622076	843846		
8855022	885334		
8559048	790755		
8903340	827566		
8852111	877555		
8820839	816259		
9297997	859773		
8834758	892164		
9413296	1076301		
9043336	879286		
8577326	804312		
8886877	925394		
8991445	785372		
8723197	816598		
8995004	781251		
8725607	812965		
8895003	832366		
9466933	835034		
8656321	743228		
8456634	660747		
8636540	859866		
8237845	854529		
9121114	824061		
9119127	1071909		
9251859	879040		
9519315	736437		
9285394	1003283		
9235308	1087942		
8938344	834530		
10049451	793537		
9317602	844598		
9849242	959076		
8563425	810403		
8650088	993430		
8359049	810587		
8729512	694147		
9539279	751802		
10166330	882941		
9738116	898613		
8745462	985073		
8842894	954483		
8985540	1005779		
9795497	816860		
8876516	949126		
9440862	823486		
8744212	858719		
9027498	803224		
9075005	814034		
8717485	886112		
8853876	872091		
9042444	1071342		
9580912	873921		
10645072	877180		
9301774	788891		
9639989	958158		
9012313	841509		
9407467	962084		
9225899	941190		
8656601	935327		
9512906	1088571		
9390832	930714		
9128293	779554		
14261866	944115		
9382202	837032		
21687573	833487		
9627022	841707		
9564512	946456		
9353841	911716		
8810017	838479		
9366651	932067		
8939622	793980		
9045785	850183		
9314657	934989		
9294556	794094		
9047793	836533		
9676999	746689		
8821427	845335		
9342853	924393		
9197688	882129		
10735869	854971		
9896644	856617		
9453056	944769		
8718734	1150043		
9308332	782799		
9233223	772407		
9146254	1090469		
9029909	908041		
9204015	832073		
8996364	720245		
9009840	844791		
9763797	956235		
9303926	952420		
9857803	804646		
9091344	870676		
9038654	4014948		
9218192	1032564		
8792610	817324		
8995671	756311		
8417639	768127		
9243880	842663		
9117824	894285		
9128280	866744		
9713297	784672		
9107054	838124		
9286081	1017760		
9264576	951525		
9623794	910190		
9007319	844860		
9253753	846028		
8786759	783920		
9191138	860943		
9605883	953444		
10892951	814983		
9002061	861224		
9396750	966279		
8921554	712937		
10211957	1142624		
9300086	819317		
9988621	910575		
9831240	804683		
9345453	883837		
10356378	867644		
8932811	754512		
8655713	712548		
9135616	880565		
10264642	884139		
8643845	863411		
9397056	787544		
8922334	795180		
10180046	807732		
8966550	1054125		
9528319	723926		
9050667	847409		
8970606	869837		
8652349	779350		
8965315	724981		
8612190	709470		
9216689	915425		
8824744	920261		
9961890	846395		
8842953	891312		
9175951	808690		
14415011	817515		
9001545	793619		
9320491	820647		
8961824	874329		
9368673	805717		
9277560	1021770		
9432507	762325		
10195907	961008		
9232489	1104079		
9248038	946579		
9131483	899539		
10306344	776923		
8970336	746597		
9249550	900978		
9494504	918454		
12492538	871733		
10515095	923061		
10819294	853413		
8809198	1012238		
9425705	1007360		
9711472	777166		
8676103	875097		
8996579	835544		
8991702	895011		
9950112	843275		
9496382	714958		
10620926	920361		
9319870	2164476		
9556224	843347		
10886807	1081424		
9061028	746488		
8926560	825986		
12295809	877137		
9919795	934253		
8416921	878734		
9338373	885651		
9399546	864676		
9755038	921014		
9042564	885890		
9107966	885307		
9994151	838014		
9064921	938208		
9268206	937142		
8895668	846177		
9934238	813237		
8983621	809190		
8676708	849562		
9512854	847163		
8758963	1169680		
9678603	797145		
9775106	944086		
9313868	895236		
9642226	832282		
9214631	821224		
9552493	875785		
9508169	957817		
10030496	867964		
9116293	889454		
10000363	815005		
9518751	900975		
9192812	959189		
8944000	823328		
8599468	833324		
9903703	795469		
9092503	744311		
8862199	920536		
9535198	907195		
8936516	776006		
9231654	842117		
9315255	909694		
8943524	850234		
8862891	843609		
8770589	907360		
9577169	883243		
9121001	929437		
8930328	830039		
8690894	1028695		
9283193	912150		
8940797	758065		
8704527	904686		
8667607	830146		
8880579	858722		
9002815	901060		
8990387	770205		
10175088	804059		
9279802	858860		
8689652	896705		
8233259	811521		
8770915	773771		
9037458	884415		
9162837	823367		
11499041	944987		
9205938	842268		
9657080	932797		
9530501	892457		
9102481	936764		
10076376	1118686		
9330389	954570		
9013726	966552		
8937157	890133		
8687020	902379		
8670945	829719		
8685043	807545		
9232636	875582		
9027278	991262		
8623601	2835825		
8199334	729583		
8773154	756240		
8321295	691353		
8682294	773476		
8523426	723505		
8860256	1000436		
8683731	909544		
12815749	784684		
11535865	914859		
9233120	809633		
9604669	800213		
8504356	867456		
9230496	782197		
9159174	776445		
8434244	817805		
9877455	1084050		
9401775	800616		
8488254	909156		
9069337	740668		
8728628	825247		
8881043	883024		
8604471	782500		
8363983	831247		
11627600	895656		
8630137	769099		
9345825	824997		
8838862	864439		
8886387	802262		
9467349	799948		
8629227	797428		
8378860	850331		
10267239	870723		
8907504	778371		
9597583	849342		
9092329	824443		
8625072	821286		
8675534	924265		
8906193	903924		
8722506	716206		
9431279	768927		
11680189	843689		
8400519	856260		
8789176	837656		
8940007	808285		
8596124	786469		
8783895	835144		
9563040	830873		
8892314	731098		
8349004	847817		
8792670	867733		
9077619	838893		
8483196	814202		
9153924	838486		
8724684	817222		
9305068	762320		
9008805	848437		
8844518	861745		
9381984	752812		
10348043	881367		
8117348	754197		
9276070	995347		
8659290	953284		
9429663	769853		
9135848	983727		
8991694	850875		
10025103	984291		
9190793	818059		
9823876	827073		
9284415	881502		
8912110	761319		
10301396	951275		
9007194	1000290		
9651871	739564		
9843775	1074627		
9364133	1009730		
9620396	871493		
9646638	943271		
9100553	903261		
12810152	849817		
23973784	970496		
9056585	896454		
8628922	797013		
9303394	886621		
8990003	899410		
8959137	968524		
9220805	874819		
8784643	850501		
8647538	755613		
8957591	847604		
9024236	764626		
8953721	816751		
9147184	780991		
9098194	873624		
9363318	863708		
8649424	805088		
16359842	812194		
9821737	893140		
9988319	916555		
10091146	838349		
9566767	842920		
9270605	995025		
9309917	985235		
9593381	780705		
8542225	858875		
9051474	810568		
9451741	966620		
9747709	843454		
9469022	856242		
9203093	890810		
8921937	929331		
9026286	773037		
8822030	885739		
8677044	852399		
8921285	947331		
9677787	820292		
9529545	826097		
8961934	816276		
9162049	934157		
9643838	772930		
9186079	910515		
8545566	796211		
9624138	937041		
9582226	870559		
9032479	746652		
9473272	771768		
9240966	796925		
8843122	888030		
9120536	977920		
9396700	867249		
9092273	764714		
9911457	908057		
9130078	970850		
9621398	882602		
9501894	978664		
10063939	945045		
9408854	1015261		
9627351	899856		
8986153	961913		
9367019	860448		
9117284	757260		
9558640	953713		
8730461	866786		
9079859	1046625		
9391905	969046		
9583964	988464		
9793146	872102		
9342018	886409		
8704577	761792		
9646152	851363		
9339890	905866		
9603356	891897		
8938114	924969		
9433439	824295		
9434921	903641		
9204057	779012		
9976090	903031		
8967236	902017		
9727483	777013		
9321370	904191		
10068562	1080804		
8857891	854852		
9544638	936280		
8834110	908798		
9044488	766901		
8751463	929609		
9586530	846340		
9427807	925730		
9394581	1011835		
9359833	905540		
9029279	823391		
8813590	926594		
8971099	787964		
8415921	787040		
8839363	816489		
8265499	847144		
9569837	905572		
9258424	899165		
9607401	801265		
8891330	852079		
8354434	739538		
9590771	994711		
8902392	885873		
9280651	900175		
13559188	903861		
8755725	969372		
11741440	705183		
10543770	819233		
9208558	737492		
10228491	870937		
9244271	932566		
9355942	810957		
9420976	865344		
8885927	825290		
9338916	736980		
8708536	863122		
8985664	768638		
9128356	787088		
8507073	876320		
11139443	853182		
8979622	983048		
9500874	927360		
8575266	848026		
9405095	913335		
9553766	2123429		
9659760	824232		
12597640	904352		
9086903	832963		
8991411	827160		
9269580	920291		
8760467	938935		
9422236	850894		
8886274	819457		
9182414	826840		
9280915	925319		
9205294	817955		
9378054	855050		
9426550	843850		
9898805	913645		
9045941	766878		
10179428	1275494		
9769422	923733		
9224505	739332		
9139843	812670		
9842348	826387		
9316518	854465		
9599968	980161		
10231033	852074		
9092672	930781		
9258364	934310		
10251394	896712		
9592228	986994		
9349593	855492		
9084101	917819		
9613681	3150894		
9760521	743943		
9230707	790424		
8703931	856026		
9359502	882151		
9082851	843518		
9205470	939180		
8804056	877968		
9424600	1019067		
9851428	937566		
8614510	840973		
8539564	815193		
9139304	1096738		
9478269	992430		
9244851	868811		
8904043	863980		
9959591	947305		
9071064	861313		
10503467	944581		
11494199	887777		
9551054	915601		
9423913	845985		
8561840	761526		
8628629	832986		
8693268	895462		
8779565	844131		
8933664	890621		
11209107	845758		
9645728	771164		
9023723	807572		
8928940	851914		
8913732	713311		
9257505	757191		
8540674	1049544		
9178965	996285		
8916386	869694		
9156035	881767		
8656010	1947396		
8943135	881913		
10686313	899690		
8786573	752264		
9396262	753590		
9054669	710766		
8593235	964512		
9288647	891070		
9148205	972383		
9983415	872723		
9123378	854605		
8927308	875848		
10206120	903031		
9474368	831828		
9331588	809166		
9653764	804016		
9519504	796320		
9205003	856327		
9465242	911344		
8728342	870809		
9961296	871855		
9116065	804260		
9189000	890228		
9303518	837661		
9308202	1217357		
9650666	885785		
9112845	834439		
9315702	759844		
8762748	848663		
9051270	1104209		
10474849	795213		
9859665	800074		
9681629	947227		
8990003	800221		
8829595	933814		
10124951	813343		
9871094	798773		
9425323	824838		
9036477	943669		
9172434	718615		
8517737	829986		
8501301	821582		
9446805	1060285		
9199623	849072		
8717225	988164		
9195148	963135		
9679612	881365		
9076954	2129492		
9141052	960386		
9900778	892614		
13644931	974440		
10802765	756370		
9581611	894786		
9284394	1032301		
9398755	1182743		
10116799	975799		
9127581	933215		
9160333	747569		
9437049	848446		
8812790	997412		
