Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v2/mtpt/zzzTemp.txt : len : 100 loops : 1000
WRITE	FSYNC	READ
848263	800201		
848443	741411		
753025	855703		
1137668	943803		
883137	779146		
771379	805986		
739198	861946		
1191775	983215		
893800	858355		
846959	795624		
803619	837029		
952805	831582		
996260	878834		
801999	768131		
774719	769488		
877443	762452		
892793	818423		
1002001	805297		
767612	796429		
688461	866291		
928614	758339		
755185	758065		
908935	849452		
862938	760518		
898023	761250		
778145	881182		
807159	875707		
871169	921106		
830159	754338		
801867	776403		
736002	792982		
813512	820180		
723187	798885		
832430	759712		
1054478	815043		
773413	777509		
812368	854757		
866043	895996		
855592	850036		
914663	1456881		
879480	777637		
905269	856855		
867716	847652		
812404	895592		
834082	709540		
846333	914212		
827659	920176		
863893	887365		
788474	859613		
821463	707740		
803391	715673		
789476	817459		
835992	867186		
817771	918200		
810197	820620		
807591	732819		
756817	726962		
946683	1002799		
1265535	787847		
846578	890260		
881754	810975		
871489	783224		
729771	848863		
953539	814508		
903439	1087214		
828807	864226		
822903	779404		
1110411	815305		
809899	809494		
723408	690112		
864207	841854		
787779	902654		
750568	777841		
870934	795177		
874021	857590		
994723	890170		
762402	911114		
765432	879814		
897584	763120		
900834	710068		
846591	782499		
756979	921237		
1071604	742440		
921849	882252		
861302	854959		
985720	761519		
821491	829062		
830807	922488		
783621	909486		
975826	825688		
798434	940623		
782700	756289		
910187	894617		
875818	889427		
919628	954661		
854580	795008		
1046689	854694		
801089	794917		
931634	860036		
811971	767477		
840098	945809		
858191	870970		
776869	877583		
823479	772355		
847108	899171		
885854	918945		
757969	827716		
970767	733611		
761753	855344		
760351	801046		
945412	858732		
954219	764776		
765374	705030		
955878	838793		
1314340	1122986		
1221339	992164		
1028676	755297		
777341	897162		
933315	1138528		
927644	933836		
762360	890228		
851719	836021		
936207	808745		
722700	874203		
767928	826481		
802291	842474		
961542	917291		
813749	871245		
731330	932816		
989337	995943		
917052	1298553		
952032	882684		
819195	795860		
736278	722524		
761781	745225		
760188	902820		
853167	915307		
838140	718937		
868870	704918		
774755	703874		
795680	796890		
854744	891285		
764841	860531		
963117	878628		
795252	832107		
1121204	1085834		
1748325	910513		
776225	821465		
