Bench : /home/adithya_bhatp/gitRepository/NFS_FUSE_Implementation/client_side/v4/mtpt/zzzTemp.txt : len : 1 loops : 1000
WRITE	FSYNC	READ
253429	309774	300053	
250121	231035	1817	
182671	504756	1703	
307903	274199	1398	
189437	195137	1445	
228124	209576	1384	
171777	158960	1399	
137980	158907	1360	
222190	157987	1350	
158025	150550	1592	
187830	183780	1263	
161250	186788	1217	
156637	150630	1557	
192255	183198	1076	
158049	171564	1097	
143430	212171	1405	
285681	206862	1407	
177677	195886	1333	
186110	173395	1301	
140781	246546	1307	
222518	180030	1423	
171978	202454	1263	
154930	163673	1363	
142680	138594	1198	
131718	139761	1105	
159846	144493	1100	
134877	173146	1225	
146018	137111	1091	
139168	155104	1069	
128477	153357	1148	
131077	133791	1086	
144370	137733	1092	
145654	159253	1093	
170988	143916	1031	
132557	139507	1049	
130971	178762	1115	
205280	176700	1293	
144033	184017	1111	
133091	124173	1051	
127718	128004	1340	
131901	131284	1092	
191472	140248	1109	
124653	196563	1108	
150049	235853	1379	
201479	183785	1381	
144212	203696	1269	
137184	127749	1219	
133827	134054	1157	
141029	128736	1096	
128779	145789	1057	
167116	143553	1072	
169461	135893	1312	
180995	236036	1402	
150293	161573	1315	
187305	193723	1358	
156458	147409	1321	
204726	155989	1177	
196547	135645	1573	
127589	145771	1126	
162920	128408	1126	
140441	293815	1353	
187357	219964	1522	
159511	162102	1441	
155764	167153	1385	
148528	271990	1460	
173824	191901	1334	
1908753	248611	1815	
180853	174851	1480	
163590	181397	1494	
211906	187150	1316	
194424	187631	1484	
208753	282365	1687	
194208	185329	1433	
217082	221837	1722	
166687	164360	1347	
189930	176718	1610	
215147	152617	1486	
141690	139015	1130	
182602	194917	1712	
250482	203655	1569	
200398	198856	1329	
194174	192320	1632	
158523	156429	1273	
149148	163507	1514	
174598	173126	1601	
263183	189160	1342	
185630	1081551	1490	
268791	232795	1743	
177533	206164	1378	
179916	217139	1387	
216423	166145	1234	
142204	147807	1183	
217581	212471	1305	
169857	146348	1211	
198367	252202	1353	
176828	173395	1337	
165067	178799	1378	
166210	174078	1607	
145571	152156	1137	
193380	184334	1244	
203498	172228	1190	
260120	234094	1440	
183977	174240	1335	
157297	197107	1312	
179760	189334	1360	
150572	149967	1243	
381555	198699	1543	
200869	177208	1394	
163145	156630	1331	
148477	150818	1195	
152602	186619	1426	
165829	159477	1142	
135368	142578	1185	
166798	169704	1442	
197451	179049	1160	
182440	262669	1389	
181372	178906	1336	
147894	190391	1555	
154886	140727	1200	
154638	157710	1121	
144340	177673	1078	
191332	165104	1654	
172411	209373	1287	
162528	298740	1143	
180669	220369	1332	
197209	189775	1284	
244405	201702	1299	
166820	149955	1406	
167446	173913	1439	
144137	175204	1226	
141916	200085	1390	
208915	4561410	1621	
214537	211552	1516	
196371	174365	1513	
186781	161481	1297	
179168	148509	1251	
146900	214860	1378	
161076	155987	1150	
164537	147593	1133	
134857	272546	1374	
169252	173295	1253	
202692	187683	1331	
174369	168360	1203	
209664	203180	1216	
143712	177560	1197	
151244	179723	1091	
157706	140978	1140	
154103	167437	1197	
153389	142069	1110	
155634	178342	1554	
175152	160340	1126	
144576	173911	1184	
183365	190801	1138	
148476	141926	1173	
135801	145145	1101	
176366	191178	1563	
176977	190217	1135	
145984	143466	1113	
162482	175059	1152	
157758	176469	1100	
137880	218953	1582	
201307	190156	1190	
258196	203874	1335	
219627	208442	1447	
165932	176357	1378	
159797	150359	1268	
140918	147007	1170	
146806	153970	1151	
133103	151247	1240	
142427	152007	1131	
157154	160231	1168	
157281	167328	1087	
168949	137680	1204	
135179	175268	1166	
148001	141476	1102	
155140	148487	1553	
152326	163797	1469	
152413	160877	1131	
149463	203902	1431	
198269	166338	1443	
162806	149435	1100	
182849	1492649	1322	
200152	180580	1460	
178860	204307	1723	
180127	271554	1349	
162647	153371	1413	
169858	198360	1393	
169184	156431	1282	
138813	208843	1351	
204955	165378	1197	
155568	162851	1210	
